ENSEMBL	ENTREZID	SYMBOL	DESCRIPTION	LPS100.B100_1_hit.vs.Ctrl_1_hit.astro.logFC	LPS100.B100.vs.Ctrl.micro.logFC	LPS100.B100_1_hit.vs.Ctrl_1_hit.astro.p.value	LPS100.B100.vs.Ctrl.micro.p.value
ENSOARG00000003434	101116202	TARBP1	TAR (HIV-1) RNA binding protein 1	-0.941517395545933	-1.20463958380685	0.0293579230566284	0.0012370488992848
ENSOARG00000003484		IL18BP	interleukin 18 binding protein	1.95130931733388	2.50273263937807	0.00160667953770563	0.000192412731018776
ENSOARG00000003496	101114670	TBCE	tubulin folding cofactor E	-0.831513722201361	-1.503696665408	0.0394709347041468	0.000416829622144562
ENSOARG00000003536	101112923	PDF	peptide deformylase, mitochondrial	-1.00952605292769	-1.30617805971671	0.0443186611388424	0.00748700360659281
ENSOARG00000003559	101116746	ABCC3	ATP binding cassette subfamily C member 3	-1.48028139756315	-1.66243706709542	0.000512969686515652	0.000426184712710945
ENSOARG00000003602				1.16591373692482	1.00508657234435	0.000638465556051235	0.0387113449449208
ENSOARG00000003617	101117988	ERO1B	endoplasmic reticulum oxidoreductase 1 beta	1.10343775043069	1.42184394134028	0.0201893815295558	0.000699131988345454
ENSOARG00000003622	101115598	EDARADD	EDAR associated death domain	3.22797560894883	6.90331884906336	1.64659368626761e-05	4.27987497301977e-06
ENSOARG00000003635	101107136	FBXW11	F-box and WD repeat domain containing 11	1.09614238365698	1.03941286131209	0.00366930619558152	0.00379028586905196
ENSOARG00000003636	101107165	FUNDC1	FUN14 domain containing 1	1.40455500300015	1.75187312764937	0.0135345117564684	0.000674900397733227
ENSOARG00000003667	101119338	ZBTB47	zinc finger and BTB domain containing 47	-1.21077659351893	-1.50713530901237	0.00272007326399551	0.00190145519440568
ENSOARG00000003704		NUDT16L1	nudix hydrolase 16 like 1	-0.860242608657872	-0.93459317229079	0.0418178307097167	0.0479013296503115
ENSOARG00000003740	101122570	SUCNR1	succinate receptor 1	2.40015522518707	2.68105716766349	8.81958351548528e-06	0.00168719196094963
ENSOARG00000003763	101119144	AGO2	argonaute 2, RISC catalytic component	1.70830228767921	1.9534840168191	8.97677268103362e-05	0.000370287255666732
ENSOARG00000003771	101114996	GDPD3	glycerophosphodiester phosphodiesterase domain containing 3	-1.67457435182293	-1.79683524939903	0.0474143926573739	0.00334245558282201
ENSOARG00000003788	101106133		mucin 1, cell surface associated	1.78080652602335	4.96527846424597	0.00280451793066215	0.000120496714505189
ENSOARG00000003804	101120021	SEMA7A	semaphorin 7A (John Milton Hagen blood group)	1.13493867480482	2.5489547313696	0.00204261425991597	0.000225684420709198
ENSOARG00000003819	101111220	ZNF135	zinc finger protein 135	2.27886816516845	2.51612584533117	4.67385988574583e-05	4.96830816137516e-05
ENSOARG00000003882	101115250	YPEL3	yippee like 3	-1.70656726957697	-2.22091575926245	0.0028155592319011	3.42060236750322e-05
ENSOARG00000003933		CSGALNACT1	chondroitin sulfate N-acetylgalactosaminyltransferase 1	-1.2869119398219	-2.36668964464704	0.0442691308929809	0.000319871324628627
ENSOARG00000003959	101120047	RASGEF1A	RasGEF domain family member 1A	-1.88836064090208	-0.688410210550863	0.000297514002095387	0.0461621481737198
ENSOARG00000003976	101102533	SH2D4A	SH2 domain containing 4A	1.98890880636446	3.3615075222841	0.00150430538332725	4.98931416556594e-05
ENSOARG00000003995		HNRNPF	heterogeneous nuclear ribonucleoprotein F	0.80383454012768	0.975375668059987	0.0436560680054799	0.0213308053586821
ENSOARG00000004007	101111679	LIPG	lipase G, endothelial type	1.88005456355951	4.33154397047115	0.00782894966417779	0.000198256087462202
ENSOARG00000004015		CD248	CD248 molecule	-1.04670947912516	-1.52603122708359	0.0324889460674112	0.00308389343994342
ENSOARG00000004043	101114759	GPN2	GPN-loop GTPase 2	1.18227170546785	2.43144740165995	0.000178536020020162	7.50426457944556e-05
ENSOARG00000004051	101104259	DVL1	dishevelled segment polarity protein 1	-0.88065032769522	-1.21509964196071	0.0461560210108798	0.00080865668418829
ENSOARG00000004052	101106614	PLEKHF1	pleckstrin homology and FYVE domain containing 1	-2.42198159097701	-2.35964253796444	0.000322047821754689	0.000128362877464315
ENSOARG00000004060	101122400	LOC101122400	probable 2-ketogluconate reductase	-1.69165098875697	-1.44448515664302	0.00782894966417779	0.00816103633077368
ENSOARG00000004070	101112099	CALHM2	calcium homeostasis modulator family member 2	-1.58026519041164	-1.73093546768058	0.000348903980814869	0.0040559069673055
ENSOARG00000004074	101113711	RIN1	Ras and Rab interactor 1	-1.48515803337307	-1.30362834385571	0.000990006217105452	0.0229364645059511
ENSOARG00000004077	101107646	BEND5	BEN domain containing 5	1.68148979104339	1.23098283265019	0.00967637467169199	0.00605935926723365
ENSOARG00000004084	101104058	NUB1	negative regulator of ubiquitin like proteins 1	1.78392898341008	2.80639457645367	0.000975918542713131	4.64316255502864e-05
ENSOARG00000004106	101105165	CNKSR3	CNKSR family member 3	1.73319946561304	4.22644499835936	0.000101282193037007	9.88884882475027e-05
ENSOARG00000004123		KCNG2	potassium voltage-gated channel modifier subfamily G member 2	-1.29808691394415	-2.46115459671675	0.0190863760331611	0.000224471522820851
ENSOARG00000004182	101114794	ELK4	ELK4, ETS transcription factor	1.12324355646377	1.42060723098333	0.021983634108526	0.00316018626814807
ENSOARG00000004207	101104826	MYO1F	myosin IF	-2.17504511896708	-1.89003405884096	0.00257233120783114	0.000619333925025455
ENSOARG00000004209		P2RY13	purinergic receptor P2Y13	1.2870847220216	4.30099773294394	0.0359660146497494	9.98075832681912e-05
ENSOARG00000004233	101111580	PML	promyelocytic leukemia	1.29773569453194	1.20724905158976	0.00755404920921807	0.00326099865939904
ENSOARG00000004241	780493	SMO	smoothened, frizzled class receptor	-1.03568627184069	-1.56864438985069	0.0215452382034577	0.000585477090621773
ENSOARG00000004253	101114285	LOC101114285	C-C motif chemokine 4	4.91059703192652	7.02969872631003	3.64714193648353e-05	8.17607712327318e-06
ENSOARG00000004261	101105341	RSAD1	radical S-adenosyl methionine domain containing 1	-1.58497373140067	-1.45940043803942	0.00311187970832914	0.00211952141917429
ENSOARG00000004277				1.2068435587967	2.60241442360607	0.0139142055842558	0.000754485438387939
ENSOARG00000004300				-2.78670757112252	-1.98262525322274	7.57497283827888e-05	0.000198256087462202
ENSOARG00000004314	101121790	G0S2	G0/G1 switch 2	4.99331433281899	6.53187727845646	0.00051941642935146	0.000123319114599305
ENSOARG00000004338	101120983	RHOBTB1	Rho related BTB domain containing 1	-1.11381896753247	-1.54425596861568	0.0195407449606293	0.0255929579242955
ENSOARG00000004367	101114535	LOC101114535	C-C motif chemokine 3	4.25438429628816	5.40061560831131	2.67519722506886e-06	1.41554292059283e-05
ENSOARG00000004403	101121742	ARID5B	AT-rich interaction domain 5B	1.30257041011907	2.46507039166101	0.0134315245500845	0.000675565975743397
ENSOARG00000004414				-4.30013146921237	-4.80313038010967	1.96678883952311e-06	1.70066748118177e-05
ENSOARG00000004421	101109224	CDKN2C	cyclin dependent kinase inhibitor 2C	-1.39110399567597	-2.05432315142826	0.0199011006335636	9.6255682120973e-05
ENSOARG00000004438	101110420		ezrin	0.988908896437559	1.82205721989195	0.0469303729807179	0.000968619624480914
ENSOARG00000004443	101102410	XRN2	5'-3' exoribonuclease 2	1.54796503200608	1.76494050119535	0.000595876976087346	0.000900561381315614
ENSOARG00000004481		ADO	2-aminoethanethiol dioxygenase	-1.03062962508731	-0.880611049628884	0.0101267695212321	0.0238194724907533
ENSOARG00000004500	780506	NAMPT	nicotinamide phosphoribosyltransferase	2.67919433000833	2.19530330355111	0.000127208573088253	0.00138074950093828
ENSOARG00000004519	101116560	CARD9	caspase recruitment domain family member 9	-1.36913777029097	-1.26038124135365	0.00031225378731897	0.0121809412459363
ENSOARG00000004523	780457		superoxide dismutase 2	3.06169259710428	4.25206901294077	4.74041242131199e-07	2.87504542597009e-05
ENSOARG00000004531		WTAP	WT1 associated protein	1.29005102872305	1.35431839851371	0.000297514002095387	0.00154107267217687
ENSOARG00000004562	101110470	ZADH2	zinc binding alcohol dehydrogenase domain containing 2	-0.906180039461288	-1.40438372115791	0.0342033050746942	0.000908144481142342
ENSOARG00000004567	101105897	GTF2A1L	general transcription factor IIA subunit 1 like	1.39292906413978	2.97288437192583	0.0132440907516384	2.23747882182126e-05
ENSOARG00000004612	101120534	MSTO1	misato 1, mitochondrial distribution and morphology regulator	-1.03056480082865	-1.00789519495044	0.00597144436164177	0.00316018626814807
ENSOARG00000004617	101102014	LOC101102014	hydroxycarboxylic acid receptor 2	2.06835728736625	4.52709709742912	1.63786488151099e-05	4.75355059181411e-05
ENSOARG00000004639	101122109	KLHL8	kelch like family member 8	-1.59593370146012	-1.68003059736014	0.0112286624728543	0.000239878566344558
ENSOARG00000004687	101107112	XYLT2	xylosyltransferase 2	-0.940201489660679	-0.994712506615862	0.00524040069738653	0.00754315206673015
ENSOARG00000004715				-1.4381779972897	-1.04863558684577	0.00533265408617504	0.0220260406655323
ENSOARG00000004776	101110885	PPP2R5D	protein phosphatase 2 regulatory subunit B'delta	-0.816156139251456	-1.14395363525708	0.0393375402699925	0.00338109249968033
ENSOARG00000004790	443113	MMP13	matrix metallopeptidase 13	3.21798572723244	7.75578356808479	0.018649376504647	1.65753474265269e-05
ENSOARG00000004791	101102607	NETO1	neuropilin and tolloid like 1	2.30836989066284	1.66510026385299	0.000579873500078547	0.000868278588207134
ENSOARG00000004800	101116563	EEPD1	endonuclease/exonuclease/phosphatase family domain containing 1	-1.7471622056472	-1.49491768503385	0.0198957710929145	0.0013283062117011
ENSOARG00000004812	101115330	FERMT3	fermitin family member 3	-1.37962167124479	-1.56933726054561	0.00588908556921676	0.00011109778370866
ENSOARG00000004824	443301	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta	-1.07078663734196	-1.15214093752385	0.000928177613536042	0.000732977639091436
ENSOARG00000004844	101105828	MSC	musculin	1.91217454207053	4.36550103017064	0.000310426741716959	0.000243552915794606
ENSOARG00000004860	101121023	DHRS13	dehydrogenase/reductase 13	-1.52660875934695	-1.56072961786411	0.0100268465117806	0.00365280948674718
ENSOARG00000004881	101121479	TM4SF1	transmembrane 4 L six family member 1	1.07794550294769	1.75647436448046	0.00440365327267857	0.014276835797416
ENSOARG00000004905	101105015	PUSL1	pseudouridine synthase like 1	-1.01506947927732	-1.40008489337173	0.0442177782206	0.0168224795656619
ENSOARG00000004930	101119157	MMP12	matrix metallopeptidase 12	2.88677787581178	6.18648490417379	0.00141023659124764	9.33423465819799e-06
ENSOARG00000004957	101106003	PRKAR2B	protein kinase cAMP-dependent type II regulatory subunit beta	1.16874479560245	1.57364596545966	0.00946692833485408	0.00175355638168124
ENSOARG00000004964	101115553	CCL5	C-C motif chemokine ligand 5	6.16036391300784	8.27944160398462	4.59954626396946e-07	1.32401022990282e-05
ENSOARG00000004971	101122222	IRAK2	interleukin 1 receptor associated kinase 2	2.02687375356116	3.31260177418572	0.00233558969752376	0.000179897064611523
ENSOARG00000004999	101112118	CEP85	centrosomal protein 85	-1.29104067003345	-2.07811403140086	0.00366698621929021	0.00126849708471041
ENSOARG00000005014	101118949	ABLIM3	actin binding LIM protein family member 3	-1.04936660680045	-1.11804623387264	0.0478759060180429	0.00426671057111353
ENSOARG00000005032	101108643	PTPN6	protein tyrosine phosphatase, non-receptor type 6	-2.63107571510384	-1.06325970980744	1.63786488151099e-05	0.00472687972546513
ENSOARG00000005044				-1.31660138343801	-1.31216465912616	0.00865531066404931	0.0185279067349841
ENSOARG00000005053	101114400	ZFYVE9	zinc finger FYVE-type containing 9	-1.24597627345787	-1.2862368532448	0.00183647555995248	0.00065622759529038
ENSOARG00000005065	101107717	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	-1.39738988643676	-1.87886114158261	0.000711882177926354	0.00046901040373312
ENSOARG00000005084	101118895	MMP3	matrix metallopeptidase 3	2.28804569933835	3.99312693000103	0.00111766828282666	0.00117076296030037
ENSOARG00000005095	101115108	TSFM	Ts translation elongation factor, mitochondrial	1.30668202820125	0.718540711836626	9.30306224580364e-05	0.0429941024289392
ENSOARG00000005128		CDK2AP1	cyclin dependent kinase 2 associated protein 1	-1.10511008514014	-0.850822866425792	0.00355787951487495	0.0123372066617825
ENSOARG00000005136	101107944	MSH2	mutS homolog 2	-1.30555203605301	-1.27020149441868	0.000921539415268651	0.00112142914949911
ENSOARG00000005154	101104928	NFKBID	NFKB inhibitor delta	1.71901647242322	3.78821400144559	0.01440953831157	2.71188463190278e-05
ENSOARG00000005159	101104705	LOC101104705	plasminogen activator inhibitor 2-like	3.57185654917862	4.81602328748034	3.98877192423827e-05	6.94574905891021e-05
ENSOARG00000005164	101107544	HCST	hematopoietic cell signal transducer	1.40408512422644	1.77922121669812	0.0383579402706113	0.0042337771607405
ENSOARG00000005176	101104680	LRFN3	leucine rich repeat and fibronectin type III domain containing 3	-1.21255105202412	-1.08734256810286	0.0182479558062669	0.0130965223324983
ENSOARG00000005188	101116509	MAP1B	microtubule associated protein 1B	-1.55735054667546	-0.989400045594732	0.00118587175004573	0.0350073083928322
ENSOARG00000005209		SDC4	syndecan 4	2.46064138267733	4.56778730065677	4.57901807891784e-06	6.94588221372378e-05
ENSOARG00000005210	101105433	THAP8	THAP domain containing 8	-1.32480444278169	-1.66695632645356	0.0326942023066972	0.00353846166229523
ENSOARG00000005222	101116039	CYP27B1	25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial	1.65013318584232	2.47145749185144	0.00108469316297958	3.49230914026076e-05
ENSOARG00000005235	101103289	GYG1	glycogenin 1	-0.940548415180452	-1.48925475808093	0.0242951956643643	0.000309166097738302
ENSOARG00000005254	101122946	PRR7	proline rich 7, synaptic	-2.21728173487586	-2.45198859089423	0.000197733233514328	0.00337723734546309
ENSOARG00000005293	101116087	PACSIN3	protein kinase C and casein kinase substrate in neurons 3	-1.63763344621727	-2.16558899316997	0.0130437077935049	0.00442691539972978
ENSOARG00000005302	101123207	DBN1	drebrin 1	-1.76650357600641	-1.55538571185329	0.000240113929302503	0.000239878566344558
ENSOARG00000005315	101120355	MMP1	matrix metallopeptidase 1	4.05667352148091	6.36672161763946	0.000360732130226681	3.49230914026076e-05
ENSOARG00000005318	101103416	ZNF382	zinc finger protein 382	-1.52802919593772	-1.27936138352371	0.00184258241951843	0.0071445166285411
ENSOARG00000005322	101107327	SRGN	serglycin	0.863776704292032	1.19229740601653	0.0443717383510378	0.0366937627120885
ENSOARG00000005336	101118864		ral guanine nucleotide dissociation stimulator	1.45005537482356	1.64231704572505	0.00702114942607952	0.000273994121020788
ENSOARG00000005419	101108206	TTC7A	tetratricopeptide repeat domain 7A	-1.17706248841847	-1.42707657960589	0.0131099174196242	0.00454214265032668
ENSOARG00000005430				2.52459676572229	2.96452239989815	0.00123659127733157	0.000111619090405014
ENSOARG00000005431	101115591	MOCOS	molybdenum cofactor sulfurase	1.35852009545432	2.33380255522339	0.00670364262533716	0.00016361927602985
ENSOARG00000005451	101119691	PAGR1	PAXIP1 associated glutamate rich protein 1	-1.31059354271198	-1.25702394502566	0.00388055213543584	0.00307949516280151
ENSOARG00000005499				2.70145925224943	2.12620037161484	3.98143742428327e-06	0.00193160559251002
ENSOARG00000005523	101122983		TNF alpha induced protein 2	3.25693278529984	1.74286103364712	2.67519722506886e-06	0.000359899367268805
ENSOARG00000005525	101116274	MALT1	MALT1 paracaspase	-2.08348709001547	-1.95636095754007	0.000134546666066157	0.000236802594570688
ENSOARG00000005551	101118304	OCLN	occludin	1.14590576630444	2.83303064411529	0.0267018076459573	0.000305189862504217
ENSOARG00000005557	101102861	PLSCR1	phospholipid scramblase 1	2.40182702861233	3.05552371108004	0.00102126784633251	0.000995592342107139
ENSOARG00000005571				-0.988406086954854	-2.34423625396707	0.010509943895277	3.42997690340654e-05
ENSOARG00000005599	101105327	DENND1C	DENN domain containing 1C	-2.08405833487471	-1.84440086821184	0.0011918424241576	0.000297552899458601
ENSOARG00000005613	101122077	TRAF1	TNF receptor associated factor 1	1.50554829730125	2.59930844226815	0.00440686798331465	5.74231431122102e-05
ENSOARG00000005617		TNFSF13B	TNF superfamily member 13b	2.44231262084698	3.2198627506807	6.17221864557227e-05	0.000189899467186531
ENSOARG00000005634	101110960	FAM98C	family with sequence similarity 98 member C	-1.38754861504423	-1.13464121225462	0.00358144963281454	0.00447274122103522
ENSOARG00000005647	101112342	RASGRP4	RAS guanyl releasing protein 4	-2.57148643894658	-1.87177290150502	0.000579524959693136	0.000285745884833296
ENSOARG00000005735	105609414	UMAD1	UBAP1-MVB12-associated (UMA) domain containing 1	1.73376131866169	1.64617137575792	0.00272232558204132	0.00741879250554467
ENSOARG00000005737	101117178		ras association domain-containing protein 5	2.46878197696474	3.39764107380555	4.43151809640227e-05	6.02635913545422e-05
ENSOARG00000005792	554263	TLR4	toll like receptor 4	1.22936939295521	1.34648150743858	0.00122885796827022	0.00359277356381592
ENSOARG00000005817		CHST2	carbohydrate sulfotransferase 2	0.998680130434413	5.83762611278029	0.00454509419610384	0.00025714413377729
ENSOARG00000005821	101102359	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1	2.11271385796688	2.22984439131664	0.000103431215673955	0.00015251101008032
ENSOARG00000005825	101117028		enoyl-CoA hydratase domain-containing protein 2, mitochondrial	-1.5284446968701	-1.82451253143453	0.00148961523723477	0.000279224066466656
ENSOARG00000005841	101108883	AIFM2	apoptosis inducing factor, mitochondria associated 2	-1.28586348678561	-1.58741794990938	0.00268039195286521	0.000144784705693373
ENSOARG00000005850	101109145	TYSND1	trypsin domain containing 1	-2.00972132580465	-2.25087951005207	8.60709690059227e-05	6.98292240728096e-05
ENSOARG00000005852	101117567	TRIM32	tripartite motif containing 32	-1.68076645825407	-2.03377333312704	9.34350155625708e-05	0.000763302170813127
ENSOARG00000005857	101123589	NBEAL2	neurobeachin like 2	-1.81153595927492	-1.99901836807406	4.00056514863413e-05	0.000243453310160297
ENSOARG00000005858	101116762	NR1H3	nuclear receptor subfamily 1 group H member 3	-1.56666431435914	-2.04823319767213	0.000111491368384256	0.000408134725593678
ENSOARG00000005870	101121455	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1	1.29456747277115	2.20133719697897	0.00251806871538832	0.000279198873779713
ENSOARG00000005899	101113618	NFKBIB	NFKB inhibitor beta	1.63213777627295	2.6802643011702	3.68924829985485e-05	6.48648551827377e-05
ENSOARG00000005906	101118089	MAN1C1	mannosidase alpha class 1C member 1	-0.979407024647648	-2.29030219514308	0.0116014254241483	4.08928134477873e-05
ENSOARG00000005909	101115405	AP4S1	adaptor related protein complex 4 subunit sigma 1	2.72627044968726	3.508401884185	8.60709690059227e-05	0.000453080623873541
ENSOARG00000005922	101105799	PPA1	pyrophosphatase (inorganic) 1	2.81451464263824	2.97247536346158	0.00151887091821299	0.000174832914223112
ENSOARG00000005944	101122596	ADGRE5	adhesion G protein-coupled receptor E5	1.32035869455396	1.65039515965666	6.53071761753783e-05	0.00400095384911476
ENSOARG00000005959	101102699	TNFSF8	TNF superfamily member 8	1.6666116173798	2.02503194935274	0.0004690282715701	0.00540208534638389
ENSOARG00000005971	101111562	NXPH3	neurexophilin 3	-2.77110210333914	-4.71047104451437	0.0012783245929333	3.43189571624121e-05
ENSOARG00000005972	101102957	TNFSF15	TNF superfamily member 15	4.74626638730508	6.68413403247609	0.000486943359861201	8.77085033194892e-05
ENSOARG00000005984	101103211	TMEM268	transmembrane protein 268	1.32783201354925	1.48848266219609	0.00966409373401257	0.00238381556348591
ENSOARG00000005996	101118341	LDLRAP1	low density lipoprotein receptor adaptor protein 1	-1.23787628700546	-1.22338848180205	0.0133377807850432	0.0163254206801159
ENSOARG00000005998	101117276	MADD	MAP kinase activating death domain	-1.36028732548879	-1.21578049992834	0.00610054444978045	0.00240508682302037
ENSOARG00000006006	101121529	MYO18A	myosin XVIIIA	-1.35488061946049	-2.34283904153437	8.72982228985405e-05	0.000248296948836617
ENSOARG00000006009		WHRN	whirlin	1.13310346858419	2.37326689352424	0.00294577926565449	0.00334676809179737
ENSOARG00000006095	101115556	MINK1	misshapen like kinase 1	-1.3936575772483	-1.48513824706619	0.000843953495445814	0.000851225413305004
ENSOARG00000006099				1.54792891118655	1.64588459521326	0.00050332801936056	0.00114560771806228
ENSOARG00000006104	101117253	CGAS	cyclic GMP-AMP synthase	2.61903828363311	1.46376020631143	0.000386666480883795	0.0266914052691808
ENSOARG00000006106	101106564	CIITA	class II major histocompatibility complex transactivator	1.6941389261361	4.31570001113884	0.01841186453717	1.32401022990282e-05
ENSOARG00000006108	101110645	PALD1	phosphatase domain containing paladin 1	-1.98463809466028	-2.46401205767799	0.000597249981776262	0.00488780860362092
ENSOARG00000006121	101107786	N4BP3	NEDD4 binding protein 3	1.02641711218748	3.66513684178672	0.00973525620190487	2.93341783458705e-05
ENSOARG00000006136	101109280	MTO1	mitochondrial tRNA translation optimization 1	0.959846646274463	0.87506355083529	0.0275972395598745	0.00513703767209686
ENSOARG00000006142	101106234	IFIH1	interferon induced with helicase C domain 1	2.66803675946577	2.79957409837703	0.000299223370053637	0.000284655589779118
ENSOARG00000006166	101115147	MLKL	mixed lineage kinase domain like pseudokinase	2.10033181317262	1.43718716036872	0.000940933942040209	0.0212181877948613
ENSOARG00000006187	101118118	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2	0.915176491766149	1.02272984816772	0.00729339202006488	0.00577868170381041
ENSOARG00000006197	101104962	RGS3	regulator of G protein signaling 3	-1.73925541952507	-2.35957092111597	0.0143192599701782	0.00105398965648967
ENSOARG00000006209	101112853	ALAS1	5'-aminolevulinate synthase 1	1.2616308360247	1.1541557617257	0.000551158332978072	0.00282340342356339
ENSOARG00000006211		ABI3	ABI family member 3	-3.06995890657249	-3.45752425185409	6.75254667793564e-05	2.74570567114584e-05
ENSOARG00000006215	101108672		TNF receptor superfamily member 18	2.16726964054818	4.0594361207435	0.000562293351776465	0.000148015214729868
ENSOARG00000006218		IBA57	IBA57, iron-sulfur cluster assembly	-0.96779037259976	-1.03729485905721	0.0471816297068261	0.00869555358081288
ENSOARG00000006271	101106393	ALAD	aminolevulinate dehydratase	-1.10565654157186	-1.45198755581588	0.0129054880800657	0.00551503927437075
ENSOARG00000006286	101111155	SGPL1	sphingosine-1-phosphate lyase 1	-1.36060567858129	-2.06443485909359	0.000441312687622102	0.00135777574139838
ENSOARG00000006322	101110180	LIF	LIF, interleukin 6 family cytokine	2.0625027993144	2.67472217707101	0.00286073235895339	0.00449454761716086
ENSOARG00000006353	101122466		oncostatin M	3.46585813805193	4.53025474197333	0.000843955906230619	6.1570732886567e-05
ENSOARG00000006356	101120189	BIRC3	baculoviral IAP repeat containing 3	3.23327093730038	4.83702595915083	5.32972454639076e-05	2.39397255148959e-05
ENSOARG00000006358	101109969	CSF1R	colony stimulating factor 1 receptor	-2.99530456472223	-2.44989810286626	4.57901807891784e-06	0.000552420614692635
ENSOARG00000006368	101109237	HDGF	heparin binding growth factor	-0.803328594993416	-0.607169064934403	0.0448352426796875	0.020972462617712
ENSOARG00000006373	101107063	CLEC16A	C-type lectin domain containing 16A	1.14666930611421	1.30308419935976	0.00189023788263463	0.000461782747089753
ENSOARG00000006385	101116930	ZNRF1	zinc and ring finger 1	1.25567091700784	2.48018724419001	0.000120067740979736	0.000262896756294484
ENSOARG00000006432		DUSP7	dual specificity phosphatase 7	-1.49374033583292	-1.67403830293032	0.000469836392273666	0.00157519577410306
ENSOARG00000006491	101119930	BIRC2	baculoviral IAP repeat containing 2	1.16475787625895	2.04977750165176	0.0135563339751316	8.41429299898232e-05
ENSOARG00000006493	101103839	ATG16L2	autophagy related 16 like 2	1.45295617213442	1.73212092464912	0.0047847316826826	0.000123319114599305
ENSOARG00000006496				3.43531076867597	4.44592476112593	3.20673885685121e-06	0.000331862975426419
ENSOARG00000006521	101121164	RAPGEF1	Rap guanine nucleotide exchange factor 1	-1.53399406302638	-1.76289186702559	0.00130212869108299	0.00308389343994342
ENSOARG00000006543	101111252	PTBP3	polypyrimidine tract binding protein 3	0.924238397315813	0.790432023109251	0.0249932612200219	0.00899935312706825
ENSOARG00000006584	101111687	UGCG	UDP-glucose ceramide glucosyltransferase	1.68518241751304	2.44012422791968	9.8026657310911e-05	0.000585477090621773
ENSOARG00000006603	101112854	PCBP4	poly(rC) binding protein 4	-1.16851731254475	-0.911981177780578	0.00132875514568876	0.00277195226972432
ENSOARG00000006626	101103683	IRF7	interferon regulatory factor 7	2.52572228337953	3.18330585332364	0.00445159694348904	0.00013142983272261
ENSOARG00000006627	101113690	FCMR	Fc fragment of IgM receptor	2.87511050913745	2.91678389431383	0.000126209513895002	0.0224589671456535
ENSOARG00000006704	101108528	ETV3	ETS variant 3	2.45156469242058	3.72841418591944	0.000528524578373033	0.000160913230158852
ENSOARG00000006706		SNX21	sorting nexin family member 21	-0.926518958293874	-1.44063494350565	0.0444198453691338	0.00170703414196526
ENSOARG00000006708	101122752		zinc finger protein 764	-1.50778727884685	-2.09433637315586	0.0159989136365465	0.00690415913236997
ENSOARG00000006724	101118048	PSMA1	proteasome subunit alpha 1	0.936048439094406	0.737882891830803	0.0243358914844514	0.0423681769597183
ENSOARG00000006754	101118871	PALM3	paralemmin 3	-1.74321898644098	-1.61934630531537	0.000402898805156784	0.00639729331205612
ENSOARG00000006790	101113346	SLFN11	schlafen family member 11	4.40082882569815	4.09947605882097	1.49520748904767e-05	0.000964974064158565
ENSOARG00000006791	101108632	TANK	TRAF family member associated NFKB activator	0.936219052005651	1.25582135105848	0.00641220255995959	0.00388061706101618
ENSOARG00000006823	101122608	SUGT1	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone	1.15116146671354	0.863812163333778	0.00216761186952381	0.014876321275285
ENSOARG00000006862	101103907	ST6GALNAC2	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	-1.12386200598858	-2.12789684629241	0.0269291604929528	5.17487881862112e-05
ENSOARG00000006870	101109149	RBMS1	RNA binding motif single stranded interacting protein 1	1.10989685374543	1.35784340779052	0.00302468747151454	0.00145982938394399
ENSOARG00000006876	101104014	BAZ1A	bromodomain adjacent to zinc finger domain 1A	1.59280286878836	2.26462381438921	0.000192215896785471	0.000262896756294484
ENSOARG00000006883	101112625	VSIR	V-set immunoregulatory receptor	-2.2713537519925	-3.95408027418324	0.000384937189484319	1.20582750807279e-05
ENSOARG00000006889	101105044	LOC101105044	plasminogen activator inhibitor 2	2.71259214123821	5.6127200842497	0.00597266951178174	3.68168096289572e-05
ENSOARG00000006902	101113686	HDAC5	histone deacetylase 5	-1.09088891334028	-1.76041708126007	0.00249125718562447	0.000235713313695708
ENSOARG00000006909				2.17826773156388	5.11718216244389	0.0292431991898655	6.36394832047633e-06
ENSOARG00000006925		FAM78A	family with sequence similarity 78 member A	-2.37857904211298	-2.26905097993857	0.000748940330564407	4.40052850550794e-05
ENSOARG00000006946				1.41251124334095	1.97074689486201	7.60986804762603e-05	0.00730089833295907
ENSOARG00000006984				0.795292594637482	1.10879870026903	0.030372957655193	0.00136461969370732
ENSOARG00000007001	101118549	TERF2IP	TERF2 interacting protein	1.41163885185334	1.02925404984045	0.0108884998636297	0.00585450499442848
ENSOARG00000007011	101122873	TRIM25	tripartite motif containing 25	1.9494924430925	1.86780199439819	0.000160073207979747	0.000499819624668934
ENSOARG00000007033	101119699	HMGCL	3-hydroxy-3-methylglutaryl-CoA lyase	-0.854839167981336	-1.03584052151574	0.0466093278945302	0.0027926446982364
ENSOARG00000007045	101117382	TAF4B	TATA-box binding protein associated factor 4b	2.28927559293244	3.05808030773168	6.75254667793564e-05	0.00253396346804813
