ENSEMBL	ENTREZID	SYMBOL	DESCRIPTION	LPS100_1_hit.vs.Ctrl_1_hit.logFC	LPS100.B100_1_hit.vs.Ctrl_1_hit.logFC	LPS100_1_hit.vs.Ctrl_1_hit.p.value	LPS100.B100_1_hit.vs.Ctrl_1_hit.p.value
ENSOARG00000007049		ABCD1	ATP binding cassette subfamily D member 1	-1.03358574880201	-1.07268434035952	0.0227544132436802	0.0174347058830778
ENSOARG00000007076	101101872	CTNNAL1	catenin alpha like 1	-1.15586191728242	-1.25275881675652	0.0109754233235455	0.00563205660144991
ENSOARG00000007118	101110154	TP53I13	tumor protein p53 inducible protein 13	-1.08964415333208	-0.991568788513957	0.0178249842054775	0.0423811068794489
ENSOARG00000007142		SSBP3	single stranded DNA binding protein 3	-1.37275183022398	-1.43219571590627	0.0207852619031894	0.0171990270659507
ENSOARG00000007154	101114584	DDIT4	DNA damage inducible transcript 4	1.65523081193107	1.64789377366871	0.00840610102891405	0.00892457902308273
ENSOARG00000007156				-1.80639732389624	-1.07914698542682	0.00128676820148097	0.0456610772660863
ENSOARG00000007210	101108953	PDE4D	cAMP-specific 3',5'-cyclic phosphodiesterase 4D	1.84460692742049	1.94159339365134	0.0158532476708342	0.0120131838169801
ENSOARG00000007258	101116847	UBE2O	ubiquitin conjugating enzyme E2 O	-0.977120688892112	-0.888755131442381	0.0167218660089364	0.0463430107028037
ENSOARG00000007299	101119424	PPP2R3C	protein phosphatase 2 regulatory subunit B''gamma	0.992543600345405	1.00513949612259	0.00784960308258688	0.00691257029410718
ENSOARG00000007318	100415775	ID3	inhibitor of DNA binding 3, HLH protein	1.17914214382826	1.22333510968699	0.0008093300728482	0.00055031364490809
ENSOARG00000007365	101104357	HRAS	HRas proto-oncogene, GTPase	-1.04559380254465	-0.960262412963881	0.0111974709868128	0.0270127933549234
ENSOARG00000007411	101120897	ASAP3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3	1.32834314410211	1.33648599402051	0.0217247878401151	0.0217374718139192
ENSOARG00000007419	101122941	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	1.04752239457138	1.10155252267702	0.0333569723065678	0.0227501741510739
ENSOARG00000007422	101111859	CCNQ	cyclin Q	-1.04431773736427	-1.15592717099384	0.0262566775062062	0.0114626740626736
ENSOARG00000007429	100192424	PSMA6	proteasome subunit alpha 6	1.22055213909493	1.25255238115494	0.000819467435821747	0.000643133864233721
ENSOARG00000007443	443082	IRF2	interferon regulatory factor 2	1.04304528942733	0.993882193788811	0.0249652978729408	0.0399423028450276
ENSOARG00000007449	101102318	ENOX1	ecto-NOX disulfide-thiol exchanger 1	1.0520200317465	1.22319226806519	0.0338819748158623	0.00999300998301979
ENSOARG00000007455	101121944	ADCY8	adenylate cyclase 8	2.31306218915209	2.01751076192063	0.00264261215090083	0.00813149593550427
ENSOARG00000007465		PLXNA1	plexin A1	1.05426234869146	1.04867315991994	0.0309389434837122	0.0338053557931538
ENSOARG00000007476	101104191	SIGIRR	single Ig and TIR domain containing	-1.45465127273501	-1.69143709729417	0.00798186182007714	0.00326051388420413
ENSOARG00000007527	101117517	RAD51D	RAD51 paralog D	0.894313750623729	0.976898010348569	0.0420012419526842	0.0176725391905979
ENSOARG00000007547				-1.48125254435663	-1.57564749516649	0.0111126036242815	0.00805871105097972
ENSOARG00000007557	101114372	UBTF	upstream binding transcription factor	-1.00751906617633	-0.897001514648531	0.00910654452102253	0.033328737747325
ENSOARG00000007603	101112936	IFI16	interferon gamma inducible protein 16	1.56827452582049	1.48730676637425	0.000598159718548662	0.000912301503745734
ENSOARG00000007614	101110905	ACSL1	acyl-CoA synthetase long chain family member 1	1.13055833337873	0.989628016991198	0.00914469703546973	0.0330377846838984
ENSOARG00000007622	100174905	PSMB8	proteasome subunit beta 8	1.23097914803021	1.23345497728416	0.0257913376916854	0.0266405697709434
ENSOARG00000007675	101104340	RELT	RELT, TNF receptor	-1.85032155980594	-1.58657155037976	0.00341962593537438	0.00955184196893662
ENSOARG00000007690	101103373	S1PR3	sphingosine-1-phosphate receptor 3	2.0126721528151	1.95110135537811	3.65653269007973e-05	4.71718801091717e-05
ENSOARG00000007707	101106001	NRCAM	neuronal cell adhesion molecule	0.992152941327494	1.13853929313336	0.0178342029739215	0.00445442762526523
ENSOARG00000007731	101116995	RSPO3	R-spondin 3	1.77325526283161	1.7497444281534	0.0244028958128902	0.0276681263400464
ENSOARG00000007810	105609034	ANKRD16	ankyrin repeat domain 16	-1.10416391880299	-1.03960988998343	0.0181757676950558	0.0319310976025817
ENSOARG00000007826	101102020	PLPP3	phospholipid phosphatase 3	1.4012697452048	1.51517299649351	0.00224144514600936	0.0012406708275161
ENSOARG00000007856				1.13586802756186	1.13113890787407	0.00794767745720214	0.00854310475415933
ENSOARG00000007878	101117768	NCOA7	nuclear receptor coactivator 7	1.42138876153875	1.29160004670378	0.00430838347669593	0.00932488355664834
ENSOARG00000007903	101122928	EPHB2	EPH receptor B2	1.30043289729459	1.33586776106708	0.0106245541193533	0.00909979374577426
ENSOARG00000007935	101111472	PLA2G4A	phospholipase A2 group IVA	1.99854856919206	2.0626833325837	0.0017484133710916	0.00139827947693224
ENSOARG00000007944	101116005	SLAMF8	SLAM family member 8	1.53180003984878	1.39183612311511	0.000441458290961627	0.000980211652603112
ENSOARG00000007957	101116347	CDC20B	cell division cycle 20B	1.8992717012401	2.02970908191731	0.0424984850265626	0.0303696348946373
ENSOARG00000008067		SNX18	sorting nexin 18	-1.01249248092563	-0.900024969703236	0.00585605310189012	0.0234966685344452
ENSOARG00000008115				2.36872007741928	2.24908955131022	0.0157835245589153	0.0224147957353109
ENSOARG00000008119	443323	FST	follistatin	1.19757498757778	1.36442088151404	0.00175200396089782	0.00048782639272842
ENSOARG00000008124	100145881	ARL4A	ADP ribosylation factor like GTPase 4A	1.22618797614036	1.19117301352701	0.0310807781747448	0.0396352674212159
ENSOARG00000008178	101104700	IFITM3	interferon induced transmembrane protein 3	1.61108294168844	1.57823716314453	0.0145969146891132	0.0171325616959737
ENSOARG00000008211				1.50471623802714	1.60207380885466	0.0211822180036661	0.015647786045867
ENSOARG00000008221				-1.42200028112785	-1.91263056237533	0.00357627841437769	0.000447142419698875
ENSOARG00000008232	101110000	GUCY1A1	guanylate cyclase 1 soluble subunit alpha 1	1.57372716856779	1.66370537544031	0.0101818341963747	0.00728036611290513
ENSOARG00000008243	101102721	NOD1	nucleotide binding oligomerization domain containing 1	1.6338602425442	1.61424877997331	0.000152030814679947	0.00018125203935702
ENSOARG00000008246	100144755	RB1	RB transcriptional corepressor 1	1.31138840377002	1.28678972672345	0.00384126887464952	0.0046167213931905
ENSOARG00000008264	101116803	FMNL2	formin like 2	0.956097175037758	0.996557254322725	0.0205794990370446	0.0139370066515301
ENSOARG00000008403		CYP2U1	cytochrome P450 family 2 subfamily U member 1	-1.96755611413626	-2.01699687949429	0.00422321192626248	0.00387199380046224
ENSOARG00000008407	101106579	BAZ2A	bromodomain adjacent to zinc finger domain 2A	0.871179366039302	0.863779820669796	0.0161155361236477	0.018822205212178
ENSOARG00000008439	101115550	CDADC1	cytidine and dCMP deaminase domain containing 1	1.29477089563904	1.19703022575919	0.00512136244825853	0.0103472720963986
ENSOARG00000008452	100302313	ARL5A	ADP ribosylation factor like GTPase 5A	1.11463525169953	1.05904824189638	0.00868932744858515	0.0146505998359311
ENSOARG00000008461	101113133	HABP4	hyaluronan binding protein 4	-1.67045414740035	-1.70074264644676	0.000414534712518671	0.000374604280075411
ENSOARG00000008499	101115759	ARSE	arylsulfatase E	-1.06572092206202	-1.27533369928672	0.0368626331312483	0.0100476331913015
ENSOARG00000008526	101112273	PIK3AP1	phosphoinositide-3-kinase adaptor protein 1	1.45567280080539	1.29022235656767	0.000103773430754208	0.000313389765803068
ENSOARG00000008535	101105973	PRSS53	serine protease 53	-1.2462352152394	-1.15559210787378	0.00794580398640442	0.015534233163937
ENSOARG00000008549	101120235	C7orf25	chromosome 4 open reading frame, human C7orf25	-1.18654621590065	-1.33474490710087	0.00657798187639954	0.00236061060813626
ENSOARG00000008610	101121563		cytochrome P450 2J2-like	2.06043190531031	2.05153098543805	0.00516663420591913	0.00545493539241977
ENSOARG00000008668	101113460	FBP2	fructose-bisphosphatase 2	2.44984750445209	2.45946265912194	0.000956130903372249	0.00100487028883539
ENSOARG00000008683	101113725	CTSL	cathepsin L	1.4183684221716	1.31794341701771	0.0135802108146213	0.022273274217538
ENSOARG00000008722	101121434		RAS p21 protein activator 3	-0.991453845927467	-1.12980234984791	0.0121263448751823	0.00296335940024288
ENSOARG00000008725	101112525	LCOR	ligand-dependent corepressor	1.54290808280734	1.53643725528519	0.0317868146963305	0.0347503523379204
ENSOARG00000008789	101107484	PC	pyruvate carboxylase	-0.97442983922118	-1.02826372542347	0.0165686852087474	0.00982760647025656
ENSOARG00000008861	101120971	SLAMF6	SLAM family member 6	2.47845493111041	2.35394342662864	9.8779948010101e-05	0.000150059428046092
ENSOARG00000008878	101102779	CD84	CD84 molecule	1.16517011548945	1.06292650239215	0.00910654452102253	0.0214903091947925
ENSOARG00000008926				1.96308022197288	1.97630918438491	0.0311468761670431	0.0321763794971367
ENSOARG00000008971	101118416	KIF27	kinesin family member 27	1.32759396914816	1.22187597636094	0.022626992898383	0.0409113389677105
ENSOARG00000008995	101119603	DNAJC13	DnaJ heat shock protein family (Hsp40) member C13	1.38216723209639	1.34500111477616	0.000669766942312462	0.000874430849915696
ENSOARG00000009038	101104937	C14orf28	chromosome 18 open reading frame, human C14orf28	1.70723025866112	1.55283306294543	0.0196146430780881	0.0371409555907203
ENSOARG00000009097				2.27003752525078	2.20483583060835	0.00104452157508031	0.00135250424519278
ENSOARG00000009154	101108211	STAT2	signal transducer and activator of transcription 2	1.8611053909669	1.83243225031796	5.81664166807203e-05	6.76842453245452e-05
ENSOARG00000009164	101120986	GALT	galactose-1-phosphate uridylyltransferase	-0.834204599915403	-0.918866643103164	0.0491684561516238	0.0171325616959737
ENSOARG00000009182	101103972	TAX1BP1	Tax1 binding protein 1	0.880198007063448	0.854706117688679	0.0113578673606949	0.0176348002096725
ENSOARG00000009194	101107997	ATP10A	ATPase phospholipid transporting 10A (putative)	1.22604838201877	1.21353355887538	0.0218901657469784	0.0246963799608751
ENSOARG00000009239	101111483	BCL3	B cell CLL/lymphoma 3	1.11794883337434	1.17347358793242	0.0134843407832617	0.0090315250503106
ENSOARG00000009246	100462692	IL23A	interleukin 23 subunit alpha	2.99000398777332	3.02132394964286	0.00452791292937852	0.00432015315892562
ENSOARG00000009280	780487	F11R	F11 receptor	1.04817941695465	1.05257537165406	0.0140520819574381	0.013993783387565
ENSOARG00000009291	101107960	NMUR2	neuromedin U receptor 2	1.34191610382454	1.4975310989001	0.0043983413098663	0.0018353195239936
ENSOARG00000009307				1.11015475495856	1.18204897862612	0.0488255119782444	0.0331198036910209
ENSOARG00000009363	100135692	GLRX2	glutaredoxin 2	1.59149385927595	1.61125534407106	0.00162212683674965	0.00150690873541956
ENSOARG00000009378	101104097	PDZRN3	PDZ domain containing ring finger 3	1.00912865737706	1.00558765662453	0.00526970841947417	0.00561220101923537
ENSOARG00000009391	100170652	TAPBP	TAP binding protein	0.916116050719046	0.98895117507455	0.00800903466863342	0.002912540355407
ENSOARG00000009508	101113663	KIF5C	kinesin family member 5C	2.08910728601731	2.04844273701559	0.00118830934511002	0.00142734780921679
ENSOARG00000009519	100505403	DAXX	death domain associated protein	1.79398405860888	1.65513236537675	0.00142485652830814	0.00282248879567304
ENSOARG00000009523	100147785	SLC25A15	solute carrier family 25 member 15	-0.976458522673453	-1.06598375931639	0.0431045389765427	0.0215257972164311
ENSOARG00000009544	100620048	B4GALT1	beta-1,4-galactosyltransferase 1	1.07477512992664	1.162580839107	0.0012836315223871	0.000508541775791247
ENSOARG00000009565	101114308	PTPN11	protein tyrosine phosphatase, non-receptor type 11	0.901019144149003	0.870570452700083	0.0307487886543071	0.0461041341290262
ENSOARG00000009583	101105132	DNAJA1	dnaJ homolog subfamily A member 1	1.35829034924845	1.27694023984165	0.00882255882070302	0.0143299180446965
ENSOARG00000009599	101109831	ALDH1A3	aldehyde dehydrogenase 1 family member A3	1.26574038735038	1.41458810892679	0.0150395501792878	0.00690471510934428
ENSOARG00000009614	443154	HYAL2	hyaluronidase 2	-0.92286061524754	-0.832726458804966	0.00604471591967999	0.0248221182458252
ENSOARG00000009627	101120093	CCL2	C-C motif chemokine 2	1.55960571023116	1.54835972504011	0.00107424676112152	0.00117918702600456
ENSOARG00000009671	101119683	GTF2H1	general transcription factor IIH subunit 1	0.946869869822791	0.919595558943162	0.00779655634694262	0.0114626740626736
ENSOARG00000009673	101117478	FMR1	fragile X mental retardation 1	0.890587052235903	0.815140342244981	0.0138609752448621	0.0440769927598824
ENSOARG00000009682	101105528	RICTOR	RPTOR independent companion of MTOR complex 2	2.13445180773375	2.053091069167	0.0016517444659792	0.00221548718190496
ENSOARG00000009769	101109809	TRAF3IP2	TRAF3 interacting protein 2	1.01983736027283	1.01839992171707	0.00558028189837513	0.00575509238924182
ENSOARG00000009803	101106766	TWISTNB	TWIST neighbor	1.05946008893943	1.0184507980864	0.0121267690440739	0.0185558454723452
ENSOARG00000009845	101105948	OSMR	oncostatin M receptor	2.01110493356244	2.03280639488427	1.29698536910033e-05	1.17773712315751e-05
ENSOARG00000009868				1.42141783015245	1.37398472600322	0.000455116855469275	0.000626530708709694
ENSOARG00000009911	101107197	PROM1	prominin 1	1.63848556620098	1.71483330717577	0.00631302283598457	0.00453196266791436
ENSOARG00000009981	101111550	TBC1D1	TBC1 domain family member 1	1.29152680507121	1.2964258848907	5.86320967124931e-05	5.95660262967094e-05
ENSOARG00000010012	101106676	SNX10	sorting nexin 10	2.46475328122843	2.23987238803525	0.000143003569028859	0.000340054084900003
ENSOARG00000010027	101107517	ITGB8	integrin subunit beta 8	1.68182485310995	1.80646136464501	0.0192653155772127	0.0128228211011092
ENSOARG00000010035	101121454	SERPING1	serpin family G member 1	1.04493553586046	1.15439977665126	0.0256455142797345	0.011167844519798
ENSOARG00000010064	100144753		KISS1 receptor	2.21656248440917	2.21898115988542	0.00496958566465102	0.0049803524675761
ENSOARG00000010070	100192433	FCGR3A	Fc fragment of IgG, low affinity IIIa, receptor (CD16a)	1.68824190306707	1.57825806506815	0.00558028189837513	0.0090315250503106
ENSOARG00000010089	101111559	PIP4P2	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2	3.00293842999835	2.84215806983157	0.00296478554319361	0.00435191268413959
ENSOARG00000010110	443491	SLC6A4	solute carrier family 6 member 4	2.2778108488579	2.10211449900407	0.00483191882523292	0.008831001839992
ENSOARG00000010183	100126575	CTTNBP2	cortactin binding protein 2	-1.3489756301161	-1.30960981853643	0.000403124726018185	0.000536487937410224
ENSOARG00000010196	101119742	TNFRSF9	TNF receptor superfamily member 9	2.65837297324884	3.4211095812146	0.0151673171522922	0.00296335940024288
ENSOARG00000010231	780441	MX2	MX dynamin like GTPase 2	2.73809301816026	2.70046715735731	0.00195841645171762	0.00217504697984063
ENSOARG00000010270	101115621	SHD	Src homology 2 domain containing transforming protein D	1.92945890127362	1.84403947067837	0.00502544790455176	0.00736168677001276
ENSOARG00000010311	101109005	CIZ1	CDKN1A interacting zinc finger protein 1	-0.939917527390059	-0.918236683740604	0.00736776834735069	0.0101844285243187
ENSOARG00000010312	101109329	TSPAN14	tetraspanin 14	-0.884296310774953	-0.9557896375878	0.0312875483930889	0.0138165015679716
ENSOARG00000010347	101116311	ZBED8	chromosome 5 open reading frame, human C5orf54	-1.43663517618887	-1.35870773234191	0.0105884124270306	0.0158447838277647
ENSOARG00000010392	101111728	TMEM51	transmembrane protein 51	0.856797517404359	0.860613139306513	0.0334829713445994	0.0333450281461362
ENSOARG00000010421	101120396	SLC27A4	solute carrier family 27 member 4	-1.18728235347628	-1.16205277747124	0.00246907039825498	0.00318546455748323
ENSOARG00000010445	101113064	EBI3	Epstein-Barr virus induced 3	2.0221320268978	2.10353281806879	0.00242888334089126	0.00180839018034299
ENSOARG00000010537	101118429	LOC101118429	THAP domain-containing protein 11	-1.20459317731322	-0.979195065013223	0.00574287871758523	0.0378667628475858
ENSOARG00000010551	101119061	PLEKHM1	pleckstrin homology and RUN domain containing M1	-1.18345957379538	-1.09996171535667	0.00643752289708579	0.0131139152817387
ENSOARG00000010676				1.32118018882837	1.22263688690271	0.0093203144880638	0.0171990270659507
ENSOARG00000010691	101115839	S1PR1	sphingosine-1-phosphate receptor 1	1.92601572180858	2.17807492610991	0.0328109774856752	0.0166484663469762
ENSOARG00000010693	101115970	SESN1	sestrin 1	-1.35742570445002	-1.16384304821732	0.0058763091048406	0.0196651940845868
ENSOARG00000010704		ADRA2A	adrenoceptor alpha 2A	3.05614429909335	2.63882155410765	0.000592771996594709	0.00223896121391747
ENSOARG00000010732	101112279	ITPRIPL2	ITPRIP like 2	0.913565558851455	1.01425148142244	0.0486634680794095	0.0185032827975755
ENSOARG00000010808	101112975	TEAD4	TEA domain transcription factor 4	1.24889162203855	1.2657650184679	0.000742339910035828	0.000664910752197922
ENSOARG00000010837	101123418	TPMT	thiopurine S-methyltransferase	1.32777964818988	1.16552243983366	0.00187642695369892	0.00661412077138073
ENSOARG00000010841	101120490	DNAH11	dynein axonemal heavy chain 11	-1.31406807370308	-1.25341306027201	0.0155147638877622	0.0225691657191042
ENSOARG00000010878	101109261		prostaglandin E synthase 2	-1.09799101320666	-1.02614406826603	0.0163358795906346	0.0311220965208859
ENSOARG00000010889				1.4225029705983	1.22709836634848	0.00672502777327426	0.0203684117335713
ENSOARG00000010903	101113806	MIER1	MIER1 transcriptional regulator	1.15885817146906	1.05166600288051	0.00434839632433229	0.0119735234485984
ENSOARG00000010924	101115396	EXOSC6	exosome component 6	-1.25585889910374	-1.10664559672369	0.0104839493522165	0.0293065790355222
ENSOARG00000010940	101109483	SKP2	S-phase kinase associated protein 2	-1.76459445025528	-1.25181259809846	0.00211918943713381	0.0206127585144924
ENSOARG00000010971	554326	TGFBR1	transforming growth factor beta receptor 1	0.973571999633095	1.05805354545131	0.0242769809111952	0.0110619238396946
ENSOARG00000010989	101108923	SOBP	sine oculis binding protein homolog	-1.76306022939722	-1.80264322594692	0.0016198703181191	0.00150781186524913
ENSOARG00000011005	101118296	C5AR1	complement C5a receptor 1	1.06370698897802	1.1506377040275	0.0101920187488825	0.00472312810014679
ENSOARG00000011030	101105620	NDUFV3	NADH:ubiquinone oxidoreductase subunit V3	0.977706151651155	0.885737575498157	0.012498705864464	0.0382577165373772
ENSOARG00000011033	101112135	HAVCR2	hepatitis A virus cellular receptor 2	1.24995349301394	1.16054604308376	0.00794580398640442	0.0150885074894072
ENSOARG00000011053	101110341	HAS2	hyaluronan synthase 2	2.46059294844056	2.42559149297945	6.91986226609296e-05	7.86448885851665e-05
ENSOARG00000011111	101106508	TGFA	transforming growth factor alpha	0.953640810215988	1.11572881320752	0.0241976469071927	0.00477896282323462
ENSOARG00000011130	101113412	SBNO2	strawberry notch homolog 2	1.22787032410184	1.22678103015911	0.000372917041712642	0.000391303078710279
ENSOARG00000011159	101121120	CLIP1	CAP-Gly domain containing linker protein 1	1.04036986650512	1.00527102202874	0.0138606409568875	0.0201215975286059
ENSOARG00000011167	101106100	CMTR2	cap methyltransferase 2	1.73612410106799	1.64249443939849	0.00214622440966473	0.0033606910647809
ENSOARG00000011204	101113568	GRIPAP1	GRIP1 associated protein 1	0.965500584386348	0.909173070533172	0.0032139103197776	0.00762481321209791
ENSOARG00000011212	101119002	RAD9A	RAD9 checkpoint clamp component A	-0.980913311281275	-1.22699855702021	0.0366525092021063	0.00522056980827457
ENSOARG00000011235	101122497		salt inducible kinase 1	1.40812949612754	1.39009359629346	0.0293164837840762	0.0329726621860199
ENSOARG00000011239	101111126	IL7R	interleukin 7 receptor	1.35961450539176	1.34850958632327	0.0165686852087474	0.0180933836720663
ENSOARG00000011272	101121017	PRDM1	PR/SET domain 1	1.10669977386781	0.97379250637546	0.0108276277383592	0.0375571792172209
ENSOARG00000011352	101116433	MST1R	macrophage stimulating 1 receptor	2.25916548671474	2.29805329607291	1.76120196694869e-05	1.72293737483053e-05
ENSOARG00000011356	101115240	GADD45A	growth arrest and DNA damage inducible alpha	-1.26650214430339	-1.22932456244138	0.00246704496089186	0.00331837874278054
ENSOARG00000011359	101117736		MAP7 domain containing 3	-0.875864806398879	-0.947053896474236	0.0367904298197968	0.0163106491831415
ENSOARG00000011371	101106632		ataxin 7	1.11206493544089	1.1566608499849	0.0155074180240802	0.0113493645305712
ENSOARG00000011385		TMEM42	transmembrane protein 42	-1.48515933953759	-1.18239751096835	0.00164558029966314	0.0109201008261736
ENSOARG00000011519	100528009	RHCG	Rh family C glycoprotein	3.70425413511921	3.77474179003507	0.00357627841437769	0.00319318610262345
ENSOARG00000011532	101106591	LOC105601870	transmembrane p24 trafficking protein 7	1.25244688484299	1.09562917948859	0.000544723786436764	0.00253688288844115
ENSOARG00000011560	101110585	KLRG2	killer cell lectin like receptor G2	1.37594175044561	1.41898513920678	0.0113454963490887	0.00940292435628066
ENSOARG00000011565	101104173	LIG1	DNA ligase 1	-1.13667152158592	-1.13692741705702	0.0105884124270306	0.0110831914037488
ENSOARG00000011574	101106090	RAD51C	RAD51 paralog C	-1.12856903252257	-1.32663387889238	0.0272189261371341	0.00883513250285217
ENSOARG00000011599	101121603	JCHAIN	joining chain of multimeric IgA and IgM	-1.44751856916497	-1.43226088582704	0.00620351964753209	0.00682913253202543
ENSOARG00000011648	101103750	FOXL1	forkhead box L1	1.71464243873095	1.93270126313574	0.00736776834735069	0.002912540355407
ENSOARG00000011673	101105435	ZNF114	zinc finger protein 114	-1.18358382093611	-1.52602189646846	0.0381959452737654	0.00854310475415933
ENSOARG00000011692	101117380	LOXL4	lysyl oxidase like 4	1.64762908512984	1.53431836718061	0.0164740312476554	0.0261402212864346
ENSOARG00000011718	101105554	INTS6L	protein DDX26B	-1.86887061168264	-1.53505462945286	0.014443753186012	0.0410356615962014
ENSOARG00000011725	101106345	PPM1E	protein phosphatase, Mg2+/Mn2+ dependent 1E	-1.04149985857373	-1.23610607019056	0.0357769477680291	0.00971146940437806
ENSOARG00000011727	101112675	RAI14	retinoic acid induced 14	1.14104209971272	1.13652952363512	0.00339693862071465	0.00360664846108519
ENSOARG00000011742	101111092	HIPK2	homeodomain interacting protein kinase 2	1.69884750883066	1.75815039748748	0.0002771962843425	0.000209363920244506
ENSOARG00000011766	101108042	CDCA7L	cell division cycle associated 7 like	-1.7015801608828	-1.45526123967116	0.000324204577670476	0.00108359885903417
ENSOARG00000011792	101121475	ACSL5	acyl-CoA synthetase long chain family member 5	1.53967347263821	1.53193529122647	0.00132700252145042	0.00142921082158208
ENSOARG00000011845	101106605	TRIM37	tripartite motif containing 37	-0.994810915146759	-0.937990326314001	0.0134048466314026	0.0255428233402503
ENSOARG00000011893	101115458	APC2	APC2, WNT signaling pathway regulator	-1.22313775598255	-1.1717942896645	0.0121267690440739	0.0177923472043712
ENSOARG00000011950	101111986		kinesin family member 16B	-1.02052246071855	-1.02181411289942	0.0187178332627689	0.0196044178297817
ENSOARG00000011954	101111818	FDXR	ferredoxin reductase	-1.19911255826876	-1.24395298639838	0.00282447031667767	0.0020255091063156
ENSOARG00000011991	101110992	DUSP27	dual specificity phosphatase 27, atypical	1.68144019077467	2.00361468052022	0.0158059400692018	0.00450894424886029
ENSOARG00000012045	101105257	KLHL32	kelch like family member 32	-1.51009286234056	-1.5293609809373	0.0305965894755967	0.0314416667856333
ENSOARG00000012075	101113286	CDON	cell adhesion associated, oncogene regulated	-1.16280561370098	-1.05693478301314	0.0126747350881785	0.0294253168848172
ENSOARG00000012085	101114306	TARS	threonyl-tRNA synthetase	1.32015215659827	1.24679105775368	0.000450382620044175	0.000814757427879061
ENSOARG00000012111	101108724	PHF6	PHD finger protein 6	1.01048349470739	1.05883199637327	0.0381959452737654	0.0268661770029713
ENSOARG00000012151	101103375	PIR	pirin	-1.17432528841176	-1.25939956283161	0.0307244919803963	0.0197780946212089
ENSOARG00000012181	101122708	TLK2	tousled like kinase 2	1.19986728407062	1.06345029241904	0.00781463221799603	0.0234200045031634
ENSOARG00000012215		CPLANE2	ciliogenesis and planar polarity effector 2	-1.1714818107713	-1.33320873116817	0.0179776073000431	0.00727908259162735
ENSOARG00000012235	780527	SLC9A3R1	SLC9A3 regulator 1	-0.962469119223582	-0.95261249913444	0.018670386443553	0.0217883848809714
ENSOARG00000012296	101102005	PLEKHA4	pleckstrin homology domain containing A4	2.01608409737148	1.84874057752755	0.0120534149156181	0.0206817955121387
ENSOARG00000012299	101110740	TLE1	transducin-like enhancer protein 1	1.00842233745786	1.1803520031981	0.0192133110568851	0.00411643741644938
ENSOARG00000012334	101108429	PXK	PX domain containing serine/threonine kinase like	1.39761964689542	1.34059912462562	0.00804858987096117	0.0111574351257834
ENSOARG00000012336	101111783	TLE4	transducin like enhancer of split 4	0.941882120427826	0.912150185396025	0.0285753903903919	0.0411373281916142
ENSOARG00000012337	101115526	MOB1A	MOB kinase activator 1A	0.971489385409952	0.970470860577787	0.0142648397499854	0.0148905593621912
ENSOARG00000012350	100137069	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	1.23223019577825	1.09398210888609	0.00349733039808594	0.0113493645305712
ENSOARG00000012365		INKA1	inka box actin regulator 1	-1.8195604003074	-1.77735823031275	0.00476586375439733	0.00575509238924182
ENSOARG00000012371	101112035	CEP78	centrosomal protein 78	-0.903105054116938	-0.937560774152228	0.0244028958128902	0.0171325616959737
ENSOARG00000012408	101106162	PARP12	poly(ADP-ribose) polymerase family member 12	2.10205385980353	2.01434610541632	0.00171327474548566	0.0023938554083281
ENSOARG00000012415	101120430		opioid growth factor receptor	1.47610552702316	1.37722507763585	0.012427263903188	0.0197832078431552
ENSOARG00000012448	101106028		zinc finger protein 469	1.19879798892427	1.18704959860402	0.00910654452102253	0.0101352783876971
ENSOARG00000012612	101107837	SLC44A5	solute carrier family 44 member 5	1.35707421845088	1.57351405361899	0.0262815309811521	0.0106957292974468
ENSOARG00000012666	101113542	JARID2	jumonji and AT-rich interaction domain containing 2	0.915645849579841	0.891098954837418	0.0238431575756566	0.0338053557931538
ENSOARG00000012750				-1.43866679987876	-1.59463765302673	0.00266081843396968	0.00135861979962305
ENSOARG00000012754		ATXN3	ataxin 3	1.63734315192258	1.59404082737631	0.00307148877166748	0.00386167421575108
ENSOARG00000012766	101110601	UBE2J1	ubiquitin conjugating enzyme E2 J1	1.42343173406024	1.38678261191633	0.00961941489148535	0.0118518671820305
ENSOARG00000012798	101105684	TMEM41B	transmembrane protein 41B	1.06816328763153	1.14152873757242	0.0222104890530218	0.0129621458468825
ENSOARG00000012845	101116670	B4GALT5	beta-1,4-galactosyltransferase 5	1.07720409692553	0.993096894700048	0.00866801078514473	0.0202652674388816
ENSOARG00000012911	101111376	RNGTT	RNA guanylyltransferase and 5'-phosphatase	1.35857001101572	1.27876578689476	0.00260755241818526	0.00450154155377212
ENSOARG00000012942	101106502	RABEPK	Rab9 effector protein with kelch motifs	-1.02557929936446	-1.00031841745294	0.0137184149061372	0.0184090487047995
ENSOARG00000012946	101120714	IPMK	inositol polyphosphate multikinase	1.36216277031448	1.42679520969883	0.0181835218172255	0.0139370066515301
ENSOARG00000012967	100820738	AKIRIN2	akirin 2	0.875295994764112	0.849665307953131	0.0218779639841271	0.0331188147646217
ENSOARG00000012988	101105978	APBA1	amyloid beta precursor protein binding family A member 1	1.79385249092713	1.7586123282526	0.0167218660089364	0.0200005121410225
