ENSEMBL	ENTREZID	SYMBOL	DESCRIPTION	LPS100_1_hit.vs.LPS100_2_hit.logFC	LPS100.A10_1_hit.vs.LPS100.A10_2_hit.logFC	LPS100.B100_1_hit.vs.LPS100.B100_2_hit.logFC	LPS100_1_hit.vs.LPS100_2_hit.p.value	LPS100.A10_1_hit.vs.LPS100.A10_2_hit.p.value	LPS100.B100_1_hit.vs.LPS100.B100_2_hit.p.value
ENSOARG00000002895	101102306	LRRC8E	leucine rich repeat containing 8 VRAC subunit E	-2.1198900663099	-1.33244931072507	-2.27037298060591	0.00214691051229317	0.0370766409301169	0.00122770116967753
ENSOARG00000002897	101121300	DHX30	DExH-box helicase 30	-1.07100111910553	-1.08141218297515	-1.20748174584247	0.0105679222824115	0.0104936953834475	0.00322346101084249
ENSOARG00000002909				2.71432066742047	2.2570376879875	2.30277874672963	0.00152204663325243	0.00882605287378204	0.00385848172002172
ENSOARG00000002924	100147798	CCND3	cyclin D3	2.11882006900197	2.05326275427491	1.94541341313654	0.00137137689720415	0.00195933416850933	0.00228150151061993
ENSOARG00000002937				-2.06285662527969	-2.24709375970188	-2.15162336856818	0.000140974213918865	7.96846737989276e-05	9.72528043120773e-05
ENSOARG00000002939	101102961	RCC1	regulator of chromosome condensation 1	-1.60418839767031	-1.1139552562867	-1.51970956186263	0.00100213973260049	0.0189250781042075	0.00150126159208298
ENSOARG00000002947	101108734	MSRB3	methionine sulfoxide reductase B3	1.19970380788247	1.24801098405526	1.20422179073773	0.00494721423713918	0.00459543040011954	0.00483518385508784
ENSOARG00000002951	101115072	CFB	complement factor B	6.30799535190622	5.10376642312422	5.52319896700078	1.83324427716027e-06	5.80891386951952e-06	3.35872265739673e-06
ENSOARG00000002961				-1.15070044892702	-1.36318802509807	-1.29498371781668	0.00777674842437457	0.00184217307517788	0.00258508563268389
ENSOARG00000002978	101109290	NFASC	neurofascin	-1.56738860431331	-2.09026854875484	-1.68010776646472	0.00360036242724683	0.000556226932280526	0.00203707448274778
ENSOARG00000002994	101112942	CLN3	CLN3, battenin	1.16705469791004	1.60867228886616	1.23760003763223	0.0035822637588489	0.000295615460452734	0.00207671976400546
ENSOARG00000002995				-1.97312293435447	-2.50883843439914	-2.20007315904599	0.00887292008887566	0.00206687425523662	0.00398247834429021
ENSOARG00000002996	101108509	ATP6V0D1	ATPase H+ transporting V0 subunit d1	1.95019210874921	1.48808525106534	1.71053283176482	0.000146951913768411	0.00137248188389266	0.000428767376577635
ENSOARG00000003012	101101993	PLEKHG1	pleckstrin homology and RhoGEF domain containing G1	1.7608609984152	2.0851330884043	1.76897213358173	0.0165172291449077	0.00817231644352587	0.0166028460144776
ENSOARG00000003021	443052	ACTB	actin beta	1.47797960329416	1.55144883637204	1.34693921610224	0.00416971939106624	0.00327547158230711	0.00740277841624935
ENSOARG00000003023	101118692	TSPAN17	tetraspanin 17	1.43430566459192	1.24806568432543	1.18773692685128	0.000941510145450639	0.00313208691245151	0.0043236851733111
ENSOARG00000003028	101104011	DOCK2	dedicator of cytokinesis 2	4.67169830918927	5.73240948483281	4.4494248807584	5.11578704892739e-07	4.83481248034582e-07	7.38287296716138e-07
ENSOARG00000003047	100216437	DKC1	dyskerin pseudouridine synthase 1	-1.67325723624181	-1.51808798411113	-1.75164038820994	0.000165368895468002	0.000421061801368099	0.000109449346238391
ENSOARG00000003055	101119440	AGT	angiotensinogen	-1.84825089112764	-2.1824857317308	-1.99127162960409	0.0032505267735846	0.00103407336907303	0.00202135977943237
ENSOARG00000003059	101119394	GPAT3	glycerol-3-phosphate acyltransferase 3	-3.5313620112082	-2.70539082249397	-3.10668899742975	0.000499018598619276	0.00519059051598298	0.00110939363991013
ENSOARG00000003068	101117013	LOC101117013	caspase-1-like	1.19976136020727	2.14767732789886	1.36985897310587	0.0243497705944814	0.000583876348307292	0.0106200479498845
ENSOARG00000003072				-2.13799230716335	-2.7650436070719	-2.19361717227556	0.00326118405846748	0.000637571636848357	0.00261885739003572
ENSOARG00000003073	101102120	ABCB10	ATP binding cassette subfamily B member 10	1.69554976616337	1.00926233665927	1.68454030618931	0.000560487218580246	0.0330736392774712	0.000651224048164942
ENSOARG00000003077	101118077	AP3M2	adaptor related protein complex 3 subunit mu 2	-2.15105514725404	-1.96285858311631	-2.04537376660095	0.00220777829960979	0.00472974700452536	0.0033120548838142
ENSOARG00000003085	101111565	CNTNAP1	contactin associated protein 1	1.87823367838686	1.94643970385117	2.27121678136502	0.00112938881286625	0.00107219700715948	0.000347182239548859
ENSOARG00000003102	101108361	URB2	URB2 ribosome biogenesis homolog	-1.05430172961249	-1.09657153697022	-1.15666728352721	0.00667119975499866	0.00458293301109974	0.00250612182494099
ENSOARG00000003103	101107744	FAT3	FAT atypical cadherin 3	-3.19447278888549	-2.51944329704457	-2.85807399054005	0.000228837229713321	0.00135916306512218	0.000520913642605184
ENSOARG00000003105	101103567	TIMM44	translocase of inner mitochondrial membrane 44	-1.21705248032789	-1.05930926517024	-1.31969473539993	0.00369822198204257	0.0142585550395524	0.00165826192775918
ENSOARG00000003114	101118882	DENND3	DENN domain containing 3	3.48346843440965	3.27675791995125	3.50785171670584	0.00410392826755002	0.00621149505003823	0.00391965236100975
ENSOARG00000003121	101109259	WIF1	WNT inhibitory factor 1	-3.31589188990714	-3.47064573015175	-3.78781498844711	3.4010793338945e-05	3.15022702721257e-05	1.52921725773667e-05
ENSOARG00000003150	101103539	MPP1	membrane palmitoylated protein 1	2.00454323977872	2.17207672770946	1.96087418159171	0.000232582263547569	0.000145652478557046	0.000282113946686372
ENSOARG00000003158	101104542	CEP55	centrosomal protein 55	3.53369765709376	2.7948676479441	3.44825221453879	0.000647997307393088	0.00444158697570803	0.000919630732303678
ENSOARG00000003160	101122688	PUS7	pseudouridine synthase 7	-2.083649372089	-1.85297762096421	-1.76840063097139	0.000213795710097843	0.000618270716953059	0.000845946180311544
ENSOARG00000003167	101105277	LCP2	lymphocyte cytosolic protein 2	3.80780265978435	3.87814419968092	3.32418641051727	6.4991786808424e-06	6.57797907006527e-06	1.52921725773667e-05
ENSOARG00000003180	101122495	IL27	interleukin 27	4.090977905443	3.9954018253206	3.89612082182996	6.60386546274138e-06	8.40116588900311e-06	8.88350631680444e-06
ENSOARG00000003184	101113556	NUPR1	nuclear protein 1, transcriptional regulator	3.50541057241355	3.30512664933301	3.24880790699412	1.34189167901818e-05	2.09326965829742e-05	2.20850841184053e-05
ENSOARG00000003186	101115894	CENPT	centromere protein T	1.36412351532681	1.92057985142798	2.16675028624174	0.0481400714952852	0.0126100284037656	0.00460360281087079
ENSOARG00000003187	101102529		coronin-7	1.53433148184901	1.17001644057962	1.66992368237539	0.000307472238714845	0.00310979279043096	0.000166345347928269
ENSOARG00000003188	101113882	CREB3L1	cAMP responsive element binding protein 3 like 1	-1.74583984785239	-1.69897518281631	-1.73547315427307	0.00013111788182166	0.000184446539854543	0.000137648838525702
ENSOARG00000003193	101122202	C1QTNF1	C1q and TNF related 1	4.12527196513685	3.6450106164946	4.18250653986383	8.88778979221721e-07	1.93318236989023e-06	1.00641722618872e-06
ENSOARG00000003205	101105090	ATAD3A	ATPase family, AAA domain containing 3A	-1.67748153194869	-1.12444526958644	-1.61245039881133	0.00135705677976517	0.0284571672245729	0.00174336836587632
ENSOARG00000003207		XKR8	XK related 8	2.69197803288294	2.76453798555539	3.05476674718814	5.4843032860316e-05	6.14307164480133e-05	3.42472901075703e-05
ENSOARG00000003211	101110414	CDS1	CDP-diacylglycerol synthase 1	3.53954574722612	3.36395275325093	3.48890831922108	0.000374350489254522	0.000637804518054678	0.000445071833457508
ENSOARG00000003224	101105058	SMPDL3B	sphingomyelin phosphodiesterase acid like 3B	2.96152712198761	3.34175054991365	2.95035266496376	0.00546557303234448	0.00450900185293618	0.00550549169818125
ENSOARG00000003235	101105763	DHX33	DEAH-box helicase 33	-1.4018127418103	-1.44565559707245	-1.41411869326397	0.00116169077495533	0.00100462051147574	0.001089911518864
ENSOARG00000003243	101116929	PSMB10	proteasome subunit beta 10	1.31169623380475	1.77565720600994	1.09314921404096	0.0141498761559012	0.002167200745746	0.0419476245708793
ENSOARG00000003252	101119209	HK3	hexokinase 3	3.46170679392094	3.55842400455433	3.04603600396931	0.00027238630553936	0.000350767426776699	0.000597699439146442
ENSOARG00000003254				2.96937036742723	2.03997253360283	3.31580961744118	0.00178590882648755	0.0125957650867397	0.00128430859138884
ENSOARG00000003263	101122713	FAM129A	family with sequence similarity 129 member A	3.29495981215292	2.6819121005508	3.20093569512565	0.000138881280660884	0.000576180989556031	0.000168530412195368
ENSOARG00000003264	100217406	TIMP2	TIMP metallopeptidase inhibitor 2	2.54738528059244	2.44651140813623	2.30995731124076	4.07330730492436e-05	5.92033194978138e-05	8.53028018752429e-05
ENSOARG00000003267	101121808	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1	-1.01122206407649	-1.13029690249258	-1.14646148941989	0.0313318534715803	0.0153859265763738	0.0111040396275627
ENSOARG00000003268	101120451	NAALAD2	N-acetylated alpha-linked acidic dipeptidase 2	1.27112030715058	1.25392054137261	1.63157378799931	0.0230793769493176	0.0319444707669568	0.00716549910705955
ENSOARG00000003270	100302624	KCNMB1	potassium calcium-activated channel subfamily M regulatory beta subunit 1	2.57953557457215	2.46149043816786	2.53693366349668	0.000206527122251213	0.000380717475996937	0.000220700369516269
ENSOARG00000003288	101106659	MAOB	monoamine oxidase B	-2.45207785279087	-1.4907535809514	-2.46215674051747	0.00226206850379004	0.0475847143110814	0.00197700746626904
ENSOARG00000003296	101104701	KLC2	kinesin light chain 2	-1.40007107292496	-1.24288424540023	-1.49083360698949	0.00297152682903095	0.00871819656180489	0.00175505375763074
ENSOARG00000003317	101116683	CCK	cholecystokinin	-3.01916403038026	-3.21349872272244	-2.60319059883344	0.00100384740311167	0.000372084028786901	0.00214247276117994
ENSOARG00000003319	100359363	F8	coagulation factor VIII, procoagulant component	2.05564130798163	2.62186668480455	2.20522514065006	9.30102546076147e-05	2.80809955814645e-05	7.27294835884593e-05
ENSOARG00000003327	101112448	SIPA1L2	signal induced proliferation associated 1 like 2	-2.00304810602351	-2.20331916251835	-2.09246953278688	0.00557821525567661	0.00338900732998853	0.00385424539581618
ENSOARG00000003341	101106828	IFI6	interferon alpha inducible protein 6	2.22230750212465	2.50897689207048	1.75080439826954	0.0121347955052824	0.00623992825479531	0.0382556608912239
ENSOARG00000003361	101114075	LOC101114075	sulfotransferase 1A1	2.07275891029814	1.85031074196505	1.96938599234106	0.000147181202898715	0.000381625786827892	0.000230860696129853
ENSOARG00000003365	101107075	FGR	FGR proto-oncogene, Src family tyrosine kinase	2.91385287956934	2.47945850511147	2.5314939467819	0.00010093734355191	0.000381217580843315	0.000270405115596442
ENSOARG00000003366	101115180	PCNX2	pecanex 2	-2.48088992779081	-2.86733102398382	-2.04652853106077	0.000124161085729646	5.5460044927361e-05	0.000640426354409847
ENSOARG00000003369	101109238	WIPI2	WD repeat domain, phosphoinositide interacting 2	-1.86525731343027	-1.59080196054029	-1.96192040771038	1.34189167901818e-05	6.81190123838029e-05	8.89978952719931e-06
ENSOARG00000003372	101104655	FLNC	filamin C	-1.53815540890906	-2.39496299574652	-1.8624517470213	0.00259835129591649	7.85158157967513e-05	0.000562315574172953
ENSOARG00000003373				-1.38274477501766	-1.25542993072256	-1.32637495133718	0.0150851707830131	0.028860148630253	0.0184130846615029
ENSOARG00000003374		LRRN3	leucine rich repeat neuronal 3	-1.36245601498418	-1.24537894513561	-1.2865506239712	0.0102797208676589	0.0247770651404579	0.0152431167510511
ENSOARG00000003375	101118294		phospholipase A2 group XV	3.41171844016626	2.22292332432857	2.944191605701	1.17492632744192e-05	0.000155247976243304	3.17442796673413e-05
ENSOARG00000003385				-1.4144321991962	-1.30521348070174	-1.40047429628228	0.0194667340579027	0.0412166448469111	0.0217958720794428
ENSOARG00000003390	101115427	MAP3K21	mitogen-activated protein kinase kinase kinase 21	-2.0212384551987	-1.46689735402269	-1.84863930499459	0.00198164527627503	0.0166601985644622	0.00378754699318111
ENSOARG00000003393	101112747	USP36	ubiquitin specific peptidase 36	-1.19453578607992	-1.0813881091966	-1.31703654566018	0.0226928589268851	0.0475045880908883	0.0113637938804189
ENSOARG00000003400	101123574	RALGAPA2	Ral GTPase activating protein catalytic alpha subunit 2	3.28431975724424	2.31806584857182	3.43105281905925	1.49110081690713e-05	0.000196052807045543	1.30876642539209e-05
ENSOARG00000003401	101115679	KCNK1	potassium two pore domain channel subfamily K member 1	-1.30545787614688	-2.06082715413395	-1.48422253649847	0.00226397536204614	4.67130514134979e-05	0.000722202049171927
ENSOARG00000003410	101119906	TDP1	tyrosyl-DNA phosphodiesterase 1	-1.69559298457284	-1.49223800842185	-1.68176100311148	0.00629920817968128	0.013110597733813	0.00604516693763645
ENSOARG00000003421	101120750	LAP3	leucine aminopeptidase 3	1.10508194193043	1.24866064162017	1.13836002793834	0.021410502262562	0.00981270757459395	0.0170300465326595
ENSOARG00000003450		TAL1	TAL bHLH transcription factor 1, erythroid differentiation factor	4.12309456560989	4.69831471913592	3.4756725953485	0.000192253910253698	0.000584785813748108	0.000536098904037549
ENSOARG00000003454	101104774	AURKC	aurora kinase C	3.01429320447222	2.28947149686094	1.86449122215234	0.00186034077013332	0.00615031923294742	0.0206844554668669
ENSOARG00000003455	101119747	CDH1	cadherin 1	-1.64068128357831	-2.47526776798337	-2.04642968749677	0.00385179147085054	0.00018987766453753	0.000671321675726084
ENSOARG00000003469	101114162		RNA binding motif protein 34	-1.20410484759608	-0.938982756326229	-1.00834584242201	0.00273410315180104	0.0316626131336946	0.015269801100219
ENSOARG00000003484		IL18BP	interleukin 18 binding protein	2.85887615194689	1.6516712807292	2.54810194178745	0.00111498562690572	0.0284539660319387	0.00204766259050497
ENSOARG00000003496	101114670	TBCE	tubulin folding cofactor E	1.28334183941284	1.14874649822095	1.3633879023464	0.00158470843468829	0.00477443288950077	0.00101741265867027
ENSOARG00000003501	101117752	PDK4	pyruvate dehydrogenase kinase 4	4.93271804620372	5.00944945884244	4.55315417609454	0.00086508743817236	0.00561442681240395	0.00127868383630456
ENSOARG00000003514	101114927	GNG4	G protein subunit gamma 4	-2.04030922948829	-2.34623347685485	-2.17711916527952	0.00598528972573349	0.00375580913610229	0.00416541295607179
ENSOARG00000003517	101111323	STAB1	stabilin 1	5.21027390990984	4.45010253509258	5.24043135119183	4.04488692580165e-07	7.43054352873223e-07	3.81269891829598e-07
ENSOARG00000003543	101105128	ADAM15	ADAM metallopeptidase domain 15	1.29131742328201	1.10072153942115	1.27086382277282	0.000701298771122956	0.00357769467275861	0.000809804963681602
ENSOARG00000003550	101113737	MAP3K6	mitogen-activated protein kinase kinase kinase 6	1.30842585259605	1.69538492945932	1.80175780514961	0.00183884453595951	0.000334876296820718	0.000157449477488748
ENSOARG00000003558	101120941	NIP7	NIP7, nucleolar pre-rRNA processing protein	-1.875650056299	-1.50796843043523	-1.98206538788854	0.000355334528184579	0.00225201007623206	0.00021964695143438
ENSOARG00000003564	101106636	STIL	STIL, centriolar assembly protein	1.50721197617799	1.89804966261201	1.80120822731401	0.0078836212770449	0.00397281319289011	0.00275464408339648
ENSOARG00000003585	101114771	ELMO1	engulfment and cell motility 1	1.91210897642064	1.81917266076586	1.90618927138287	0.00120731914418802	0.0021757712983255	0.00135590923961596
ENSOARG00000003593	101104520	LOC101104520	zinc finger protein 805-like	-1.26262738226924	-1.24320927340763	-1.37805644445072	0.00232737592660792	0.00283989036208198	0.00100598232091527
ENSOARG00000003594		FOXD2	forkhead box D2	2.26629844778991	3.40475548978781	3.95184441933774	0.00587927210599278	0.000364017069023396	0.000601053020362481
ENSOARG00000003603	101114775	DPYSL3	dihydropyrimidinase like 3	-1.35194484097677	-1.34935573121983	-1.46162349956975	0.00154370660040236	0.00175234055614271	0.000732880333777715
ENSOARG00000003606	101122620	NOB1	NIN1 (RPN12) binding protein 1 homolog	-0.966438752832455	-0.903205170847083	-1.16018501934233	0.020863166727006	0.0413971232756959	0.00332889047952585
ENSOARG00000003609				3.48785125761011	2.45781804340217	4.0986823172456	0.000255248959062997	0.00186278119244816	0.000145212045736895
ENSOARG00000003611	101106454	ZNF304	zinc finger protein 304	-1.15057287241227	-0.945071444039405	-1.05633300608279	0.00497431441069554	0.034393720217247	0.0118340092475234
ENSOARG00000003620	101105154	KCP	kielin cysteine rich BMP regulator	4.46945394927258	3.40987952388038	3.16777037223082	5.00005014509657e-05	0.000158271730801111	0.000333741786484815
ENSOARG00000003629	101115850	LGALS8	galectin 8	1.25847421132806	0.984540419644366	1.21225626388531	0.00232228721132623	0.0232949816719836	0.00327106053434199
ENSOARG00000003636	101107165	FUNDC1	FUN14 domain containing 1	1.97145771443906	1.76041964396636	2.07933382031641	0.00803550922586385	0.0176726989632444	0.00590817235695257
ENSOARG00000003638	101116236	EIF3J	eukaryotic translation initiation factor 3 subunit J	-1.21108315118571	-1.12665330312841	-1.28989668439783	0.00694403507850356	0.0142147982026255	0.00387592874459784
ENSOARG00000003650	101111356	C12orf56	chromosome 3 open reading frame, human C12orf56	4.86376260703696	4.16491576769192	5.15095411680655	0.00049904733364619	0.00524211317689196	0.000456311046314361
ENSOARG00000003657		SURF2	surfeit 2	-1.81161779808655	-1.29147376066081	-1.34161457015221	0.00309136305848749	0.023113888347559	0.0194964283105455
ENSOARG00000003660	101107580	TMEM222	transmembrane protein 222	-1.18544004091389	-1.08577311806703	-1.43048853634329	0.00196459272328461	0.0053409702301723	0.000305869731637349
ENSOARG00000003665	101118215	DYNC2H1	dynein cytoplasmic 2 heavy chain 1	-2.49520738763391	-1.75896851516733	-2.02663108355933	3.28823535503028e-05	0.000820084482458461	0.000193808411017683
ENSOARG00000003672		JPH2	junctophilin 2	3.38032120309555	3.65163011634654	3.53983220717778	0.00190993884245343	0.00299331385842884	0.00148609394152945
ENSOARG00000003673		ZNF550	zinc finger protein 550	-2.56383589177453	-2.61034436344491	-2.54420519423602	7.25559802725651e-05	6.99461349432078e-05	8.1675605259166e-05
ENSOARG00000003675	101116117	HEATR1	HEAT repeat containing 1	-1.49026397568946	-1.03748584237842	-1.52292416368721	0.000928036747784533	0.0244263092155382	0.000777908974738713
ENSOARG00000003676	101102807	CD320	CD320 molecule	-2.54929333571936	-1.42827458414999	-2.5540584598459	0.000102033937268727	0.00700842924464248	0.000106794267826451
ENSOARG00000003681	101114660	ZBTB7C	zinc finger and BTB domain containing 7C	-2.31263612852165	-3.13577566160671	-2.29506380976816	0.00588878411572759	0.000868250286169005	0.00572223362562608
ENSOARG00000003700				3.90153727688944	3.3021734966496	5.20622485678011	3.45321972419216e-05	0.000160566476654442	1.88847922113005e-05
ENSOARG00000003705	101106057	CLIC2	chloride intracellular channel 2	6.16359873919955	6.07595927228871	6.85921247026304	2.51680656162564e-06	4.22892143129877e-06	2.33107313841895e-06
ENSOARG00000003707				-2.32706462896962	-1.91431119761479	-2.89230304764024	0.00253037467869703	0.0141965905423807	0.000554924748549579
ENSOARG00000003720		ZNF239	zinc finger protein 239	-2.65685968366101	-1.8952287809688	-1.90260362607839	0.000115187936709388	0.00145867373761042	0.00168081322182767
ENSOARG00000003740	101122570	SUCNR1	succinate receptor 1	4.84374971229559	4.6963798134889	4.9122850133739	2.05386873385059e-06	2.73171207341523e-06	2.24999099076933e-06
ENSOARG00000003744	101102413	LOC101102413	haptoglobin	-3.4982546803012	-4.40798240330379	-4.03258909985808	3.13247718430539e-07	2.31437433935798e-07	2.38173996804737e-07
ENSOARG00000003750	101116797	MTR	5-methyltetrahydrofolate-homocysteine methyltransferase	-2.77549210996491	-2.3569413304208	-2.5251760401861	6.23096617937678e-05	0.000260254653871789	0.000134713015642853
ENSOARG00000003759	101117358	LOC101117358	zinc finger protein 501-like	-1.32853172360054	-1.28081483043689	-1.36785085209087	0.00132913083993475	0.00210480851375221	0.00110769834539948
ENSOARG00000003760	101102664	DHODH	dihydroorotate dehydrogenase (quinone)	-2.51054600993207	-1.90171263543571	-2.42799988034114	0.00032612762147626	0.00271935372318056	0.000416454646661013
ENSOARG00000003766	101118013	DYNC1I1	dynein cytoplasmic 1 intermediate chain 1	4.33349275120719	3.60161420340452	3.80080794809696	3.96111221207381e-05	0.000152860551612239	0.000108791611841871
ENSOARG00000003778	101114767	EGFL7	EGF like domain multiple 7	5.19695122991759	5.44233084593678	5.5115907480356	1.41724180721298e-05	1.25213899142625e-05	1.2661397380381e-05
ENSOARG00000003782	443295	B2M	beta-2-microglobulin	2.11827423419902	2.17064973418381	1.91574811754871	3.75912454639547e-05	3.54672654533747e-05	8.85597465298934e-05
ENSOARG00000003783	101120878		lymphocyte specific protein 1	2.09843606212979	1.5871340996279	1.94891599609638	0.00176991824800783	0.011597129444973	0.00274228958284533
ENSOARG00000003788	101106133		mucin 1, cell surface associated	1.61404736594684	2.61333757572605	1.78300336141526	0.0201378809914652	0.00631249836403981	0.0123730623419232
ENSOARG00000003789				-1.59626102754028	-1.20739348034447	-1.60663503257157	0.0035359190787293	0.0298450601486169	0.00356556661486609
ENSOARG00000003792	101104317	ANGPTL4	angiopoietin like 4	-2.34230680605703	-2.40703148655057	-2.53039770056481	0.0205853754051814	0.0159474229587701	0.0128606534336006
ENSOARG00000003793	101106384	LOC101106384	thymosin beta-4	1.81355027178227	1.56134011904382	1.68906381185401	0.000271509320570565	0.000982722465532934	0.000474288921313769
ENSOARG00000003802	101115141	SCCPDH	saccharopine dehydrogenase (putative)	-1.1544767576044	-1.24253913520387	-1.02627172206275	0.00375019613147648	0.00215527324742445	0.0122443751889173
ENSOARG00000003804	101120021	SEMA7A	semaphorin 7A (John Milton Hagen blood group)	-1.39729449423705	-1.22250563101038	-1.62118887395182	0.00111786622164173	0.00403995514268873	0.000331020028342658
ENSOARG00000003809	101111414	SMAD7	SMAD family member 7	-0.978285583436629	-1.35250083683398	-1.04514772723524	0.0217653472816684	0.00112433634450762	0.0117563844782885
ENSOARG00000003814	101107106	MATN2	matrilin 2	-3.0358609764519	-2.6502100164587	-2.9137456530275	0.00129018711850156	0.00377683629046223	0.00119599316449531
ENSOARG00000003820		NOTCH1	notch 1	1.77899218760599	1.12684365023372	1.82670040219533	0.000235196943829319	0.0103042072548475	0.000194307845977167
ENSOARG00000003824	101107388	UBTD2	ubiquitin domain containing 2	-1.32060361834685	-1.53430757241659	-1.56795505260032	0.0407609701612371	0.0176397561478404	0.0156086593737137
ENSOARG00000003831				-1.58587693790299	-2.03371346797194	-1.8710213320313	0.0129428618048512	0.00256509003880039	0.00390771557389164
ENSOARG00000003844	100034665	NOX4	NADPH oxidase 4	-1.92623153838127	-2.0066853184616	-1.77490943572579	0.00771507515687332	0.0075221776649538	0.0147653216351732
ENSOARG00000003850	101108768	FITM2	fat storage inducing transmembrane protein 2	-1.71821146453791	-1.33903597505944	-1.63284011416273	0.000413131640899199	0.00304760478818716	0.000616994785799059
ENSOARG00000003852	101121135	TNNI2	troponin I2, fast skeletal type	3.14766086372561	4.29945954270153	3.1941600788863	0.000543830757669037	0.000244958008191007	0.000660168387110835
ENSOARG00000003908	101105408	IRF5	interferon regulatory factor 5	2.26066227186016	2.0508760042603	2.52944921401658	0.000127571538105424	0.0003379361837204	7.01259702484635e-05
ENSOARG00000003926	101116184	CARMIL1	capping protein regulator and myosin 1 linker 1	-1.31314177063338	-1.06716417892685	-1.47659492608007	0.00213603982988517	0.0163271253689013	0.000750501040902089
ENSOARG00000003932	101119787	RET	ret proto-oncogene	-1.4711817604588	-1.65736732160117	-1.92005976981071	0.0177488869719249	0.0128072347353902	0.00288710500028475
ENSOARG00000003933		CSGALNACT1	chondroitin sulfate N-acetylgalactosaminyltransferase 1	4.18938899612715	7.32639293601618	4.57652666178701	0.00257018950529686	0.00499907168914466	0.001241745642568
ENSOARG00000003937	101117379	GBA	glucosylceramidase beta	1.13148496951932	1.16538039346231	0.94971203517548	0.00467721427556989	0.00394728699463453	0.0234269090241017
ENSOARG00000003938				4.15228021267752	3.86375875765044	3.89407560630491	1.66350941720488e-06	2.40511681652825e-06	2.45535276921011e-06
ENSOARG00000003962	101120847	CDK5R1	cyclin dependent kinase 5 regulatory subunit 1	-2.81511806413385	-2.72250658129958	-2.7231909600898	0.000920914753429004	0.00100734140515149	0.00102023209744361
ENSOARG00000003977	101116950	IGSF10	immunoglobulin superfamily member 10	3.31780199162283	3.84119692264495	2.693802990116	9.11381345881077e-05	0.000109594469136958	0.000335681538940274
ENSOARG00000003994	101112686	CTSC	cathepsin C	2.71894829516787	2.41843582867465	2.47969496445234	0.000104409427622832	0.000265142303680119	0.000202145032344777
ENSOARG00000004014	101121556	NAA40	N(alpha)-acetyltransferase 40, NatD catalytic subunit	-1.26750704529508	-0.995160442587518	-1.30310570114308	0.00383834216043661	0.032936081645504	0.00276484501474783
ENSOARG00000004015		CD248	CD248 molecule	4.21700161002247	4.2381787518488	4.5752798126873	2.11617184315493e-05	2.76463133312076e-05	1.56749707361275e-05
ENSOARG00000004016	101121775	NCAPG	non-SMC condensin I complex subunit G	1.27573248905793	1.68218687350077	1.3948623393536	0.0129140684773773	0.00283989036208198	0.0076811709640241
ENSOARG00000004022	101121686	TRAPPC9	trafficking protein particle complex 9	1.5292298882212	0.98889306192086	1.34600752024413	0.000912736755743367	0.0312786978086832	0.0022935684850968
ENSOARG00000004031	101108422	ATP6V0E1	ATPase H+ transporting V0 subunit e1	1.56066377484278	1.47618518653208	1.44269762088519	0.000286780443022112	0.000518239345300053	0.000543109369089584
ENSOARG00000004047	101122153	RBFA	ribosome binding factor A	-1.71181309712179	-1.66360698557365	-1.43921866732361	0.00183194952578394	0.00230330374493537	0.00574516008560942
ENSOARG00000004062	101122822	RAB38	RAB38, member RAS oncogene family	5.01534661319147	4.76151888901418	5.1426425470761	6.24044688137859e-06	1.19673407219973e-05	8.07393460165703e-06
ENSOARG00000004074	101113711	RIN1	Ras and Rab interactor 1	-2.42690548293615	-1.96079179803613	-1.78687603815473	6.60939381584386e-05	0.000556226932280526	0.000887969226526962
ENSOARG00000004084	101104058	NUB1	negative regulator of ubiquitin like proteins 1	2.29944658198775	2.51133275779291	2.15044500652834	0.00137045823830847	0.000879373046569802	0.00207349932419315
ENSOARG00000004089	101108688	CREBRF	CREB3 regulatory factor	2.11156172946969	1.68442956713188	1.87619039452182	0.000528453299435015	0.00373398658758868	0.0012977673821848
ENSOARG00000004106	101105165	CNKSR3	CNKSR family member 3	-1.22962518552108	-1.78963359522045	-1.42048634906769	0.0070568282213283	0.000360613080593982	0.00206137231815346
ENSOARG00000004123		KCNG2	potassium voltage-gated channel modifier subfamily G member 2	7.51216618093246	5.54126506706602	6.30525028916543	2.61557104722594e-05	5.90832217032021e-05	5.06726352734146e-05
ENSOARG00000004125		TSHZ3	teashirt zinc finger homeobox 3	1.86775328098584	1.66905269047369	1.88264949505043	0.000861684631252963	0.00254322479360122	0.000809804963681602
ENSOARG00000004127	101120775	FOLR3	folate receptor 3	10.0108397265608	9.14919088771284	8.09820743080733	5.8317248186981e-07	7.85745806381545e-07	1.00367175438426e-06
ENSOARG00000004147	101107623	ZNF507	zinc finger protein 507	-1.582985847024	-1.61992737941455	-1.64681493866349	0.0162511964392964	0.0181633491562161	0.0128721470051705
ENSOARG00000004154	101105736	PEX5	peroxisomal biogenesis factor 5	-1.96445300530504	-1.4052138687128	-2.00194150548654	0.00011666125958464	0.00218161223341873	0.000103832204203781
ENSOARG00000004158	101112338	SRM	spermidine synthase	-1.85071456132173	-1.37924738325525	-1.55153356872613	0.000719489088012275	0.00690637918993186	0.00264631038481486
