ENSEMBL	ENTREZID	SYMBOL	DESCRIPTION	LPS100.A10_1_hit.vs.Ctrl_1_hit.astro.logFC	LPS100.A10.vs.Ctrl.micro.logFC	LPS100.A10_1_hit.vs.Ctrl_1_hit.astro.p.value	LPS100.A10.vs.Ctrl.micro.p.value
ENSOARG00000003438	101111652	CDH3	cadherin 3	-1.59710862691939	-1.72932067185151	0.000431664630637389	0.000945162280207243
ENSOARG00000003455	101119747	CDH1	cadherin 1	-1.70497187993921	-1.51512622323812	0.000908107583618114	0.0022408612381335
ENSOARG00000003467	101102279	HMOX2	heme oxygenase 2	1.0110234854749	0.821911091823933	0.00242219965320074	0.00417830517188986
ENSOARG00000003484		IL18BP	interleukin 18 binding protein	1.19374746066867	1.80708414175647	0.0491504897762007	0.000321708503779853
ENSOARG00000003486	100270718	SS18L2	SS18 like 2	1.06831339606322	1.06926174388451	0.0080771743610785	0.000523948742629086
ENSOARG00000003501	101117752	PDK4	pyruvate dehydrogenase kinase 4	-2.00253187675017	-5.00231984485113	0.0185340928232803	4.33715940497149e-06
ENSOARG00000003559	101116746	ABCC3	ATP binding cassette subfamily C member 3	-1.6258079366206	-1.8686728896625	0.000258043596556684	4.26378849148083e-05
ENSOARG00000003588	101105936	THNSL1	threonine synthase like 1	-1.00589429525322	-1.48872188612748	0.0461681480578336	0.00016364386494631
ENSOARG00000003603	101114775	DPYSL3	dihydropyrimidinase like 3	-1.27476031682978	-1.31419284890585	0.000593527622639988	0.000355922202673698
ENSOARG00000003604	101114326	CORO1A	coronin 1A	-2.29730935365857	-1.51698832180271	5.89498250814131e-05	0.0018444294660094
ENSOARG00000003605	101117727	GPR137B	G protein-coupled receptor 137B	-0.885003760157168	-0.993620870251639	0.0277744755678392	0.000580178993928064
ENSOARG00000003617	101117988	ERO1B	endoplasmic reticulum oxidoreductase 1 beta	1.36535652141305	2.20097443065705	0.00304816415686649	1.39195323556196e-05
ENSOARG00000003622	101115598	EDARADD	EDAR associated death domain	2.64221703440252	5.68755931770006	8.40500143122052e-05	2.53079706714218e-06
ENSOARG00000003652		FOXK1	forkhead box K1	-0.831611534745832	-1.16818903263527	0.0487576578757508	0.000440875707393353
ENSOARG00000003667	101119338	ZBTB47	zinc finger and BTB domain containing 47	-1.44646559160535	-1.68943977074651	0.000546779773530914	0.000152531446480154
ENSOARG00000003740	101122570	SUCNR1	succinate receptor 1	2.09445113993802	1.67835711912785	2.98211413770017e-05	0.00663233142136375
ENSOARG00000003763	101119144	AGO2	argonaute 2, RISC catalytic component	1.76914971789372	2.302086715246	6.95880017675123e-05	3.8824937755658e-05
ENSOARG00000003804	101120021	SEMA7A	semaphorin 7A (John Milton Hagen blood group)	1.19354705296354	1.91883055544993	0.00114759024695661	0.000305924461613361
ENSOARG00000003819	101111220	ZNF135	zinc finger protein 135	2.0134576089549	2.51045469113552	0.000120387626106291	1.90362934334364e-05
ENSOARG00000003861	101105085	SPATA20	spermatogenesis associated 20	-1.28830580695334	-1.93853636250691	0.000148084541615989	1.90362934334364e-05
ENSOARG00000003933		CSGALNACT1	chondroitin sulfate N-acetylgalactosaminyltransferase 1	-2.92257496036657	-3.10337708143829	0.000299519645704288	7.71877612363608e-06
ENSOARG00000003959	101120047	RASGEF1A	RasGEF domain family member 1A	-1.72050973813652	-0.980096588835213	0.000599424921963905	0.00239293120627767
ENSOARG00000003966	101123554		notch 3	-1.35395768683559	-1.07766259461356	0.00185687317887258	0.00723942422667638
ENSOARG00000003975	101101901	EVI2A	ecotropic viral integration site 2A	-2.63957047330156	-2.56198750664294	0.000507896683484992	8.43419649156204e-06
ENSOARG00000003976	101102533	SH2D4A	SH2 domain containing 4A	1.83049441842785	3.05044032763812	0.00302398657343021	3.14101496831669e-05
ENSOARG00000003990	101107897	ERGIC1	endoplasmic reticulum-golgi intermediate compartment 1	-0.877837465103894	-1.0295667086734	0.00747975803631755	0.00240205373558361
ENSOARG00000003991	101123474	EVI2B	ecotropic viral integration site 2B	-2.51569571501897	-2.17513404457269	0.000491425014000237	1.09280556833925e-05
ENSOARG00000004015		CD248	CD248 molecule	-1.56833130871104	-1.66480971432692	0.00112583605089097	0.000575210049595104
ENSOARG00000004033	101112124	RXYLT1	ribitol xylosyltransferase 1	0.894630424229119	1.40894292285717	0.0239517754617986	0.000298770537231899
ENSOARG00000004043	101114759	GPN2	GPN-loop GTPase 2	1.34012528214005	2.42895608904954	5.29878630553537e-05	2.32431835592138e-05
ENSOARG00000004052	101106614	PLEKHF1	pleckstrin homology and FYVE domain containing 1	-2.26335470166441	-1.74918328835125	0.00050481030654281	8.98418464862897e-05
ENSOARG00000004070	101112099	CALHM2	calcium homeostasis modulator family member 2	-2.27605780608645	-2.78306298590217	2.11302829748524e-05	4.12001979897529e-05
ENSOARG00000004074	101113711	RIN1	Ras and Rab interactor 1	-2.15622904034148	-1.86634070491374	5.89069673634028e-05	0.00110156512948587
ENSOARG00000004084	101104058	NUB1	negative regulator of ubiquitin like proteins 1	1.42979739236352	2.4006703974083	0.00556821022201359	2.35249482162964e-05
ENSOARG00000004106	101105165	CNKSR3	CNKSR family member 3	2.12423588563136	4.22398571391118	2.11302829748524e-05	3.59742640787374e-05
ENSOARG00000004123		KCNG2	potassium voltage-gated channel modifier subfamily G member 2	-1.32151650793842	-2.35138241694197	0.0156479921633689	5.76371861130005e-05
ENSOARG00000004135				1.29481807896047	0.89857212216595	0.00178150502650254	0.00208787335175958
ENSOARG00000004166		ADA	adenosine deaminase	-1.27055601478817	-0.952497307477415	0.000614621767740301	0.00355369072324129
ENSOARG00000004207	101104826	MYO1F	myosin IF	-2.58588047883081	-2.04563881671902	0.000794813963116894	5.62096918676122e-05
ENSOARG00000004241	780493	SMO	smoothened, frizzled class receptor	-1.05383042200152	-1.51981023113271	0.0181059253235936	0.000120838757772279
ENSOARG00000004253	101114285	LOC101114285	C-C motif chemokine 4	5.1546402976944	7.76620811196244	3.0819982799339e-05	6.34802541378156e-07
ENSOARG00000004255	101107450	TMEM242	transmembrane protein 242	1.23659697474917	1.19741419130064	0.00788928061152863	0.0012571752917535
ENSOARG00000004261	101105341	RSAD1	radical S-adenosyl methionine domain containing 1	-1.15949382896451	-1.0936552003494	0.0282177654125304	0.00206171248806031
ENSOARG00000004300				-2.94139636147456	-1.73692851728047	5.4822390632984e-05	5.2274265858816e-05
ENSOARG00000004314	101121790	G0S2	G0/G1 switch 2	3.29755222012008	4.78724110009368	0.0100498530251761	0.000449477900179099
ENSOARG00000004338	101120983	RHOBTB1	Rho related BTB domain containing 1	-1.43748754330227	-2.25078878786713	0.0022836136725313	0.000681066964819434
ENSOARG00000004352		SIAH2	siah E3 ubiquitin protein ligase 2	0.944371198899247	2.19775574601351	0.0191477459977935	7.06828819065127e-05
ENSOARG00000004356	101110813	CARD11	caspase recruitment domain family member 11	-1.44234455521721	-0.814169588892728	0.000346483064572107	0.0075375997198434
ENSOARG00000004361	101116045	ANLN	anillin actin binding protein	-1.61576818081587	-1.66181225302783	0.000263598218748889	0.00555164018379259
ENSOARG00000004367	101114535	LOC101114535	C-C motif chemokine 3	4.9069970734069	5.77210716641207	1.24737629566085e-06	1.55573223444481e-06
ENSOARG00000004381	101121233	TMEM26	transmembrane protein 26	-3.00969802961584	-2.47401459505939	4.86730071297772e-05	0.000113864663536189
ENSOARG00000004386	101111731	FLRT3	fibronectin leucine rich transmembrane protein 3	-1.42225487492701	-3.1306956327894	0.00440795246591556	7.86313596343215e-05
ENSOARG00000004414				-3.67419077758773	-5.18194066231571	4.01537814080997e-06	1.55573223444481e-06
ENSOARG00000004431	101108995	XIRP2	xin actin binding repeat containing 2	-2.89693765219532	-1.04830513618199	0.000901997602068723	0.0025370770285049
ENSOARG00000004443	101102410	XRN2	5'-3' exoribonuclease 2	0.967297485355629	1.08721903526015	0.0433331572399996	0.00420802431671584
ENSOARG00000004500	780506	NAMPT	nicotinamide phosphoribosyltransferase	1.92706081238263	1.24542457731357	0.00153756084522966	0.0103046442350193
ENSOARG00000004505	101104483	PRKAG2	protein kinase AMP-activated non-catalytic subunit gamma 2	-1.31880057753714	-0.893743200297989	0.000115662611589668	0.00317251921653753
ENSOARG00000004519	101116560	CARD9	caspase recruitment domain family member 9	-1.14874441133436	-1.23213042889975	0.00174464507356943	0.00455469971642905
ENSOARG00000004523	780457		superoxide dismutase 2	2.85411004361342	3.93117598509974	7.23561315157001e-07	6.22663957892965e-06
ENSOARG00000004531		WTAP	WT1 associated protein	1.16319104469782	0.968099479097736	0.000887607662418845	0.00321435208642856
ENSOARG00000004544	101113608	VAT1	vesicle amine transport 1	-1.07291278400899	-1.3525272404934	0.000718551951218643	0.0001208678098216
ENSOARG00000004577	101121707	INPPL1	inositol polyphosphate phosphatase like 1	-1.16160076541371	-1.22006101396783	0.000188441566488287	0.000757577497759506
ENSOARG00000004686	101120073	ASNS	asparagine synthetase (glutamine-hydrolyzing)	0.921397678112915	2.22920345000898	0.016124982027428	1.23976070073944e-05
ENSOARG00000004691	100302077	RAB21	RAB21, member RAS oncogene family	0.935414496216925	1.02148467434461	0.00330812346741781	0.00129808266819676
ENSOARG00000004768		NACC2	NACC family member 2	-1.59059129450438	-1.31523817827021	0.000262280820979789	0.0014357634816258
ENSOARG00000004783	101103843	CMKLR1	chemerin chemokine-like receptor 1	-2.49814322756506	-5.03509422829617	4.56217470488985e-05	1.665562037059e-06
ENSOARG00000004791	101102607	NETO1	neuropilin and tolloid like 1	1.92169120050372	1.08483975120308	0.00242219965320074	0.00443742391919823
ENSOARG00000004812	101115330	FERMT3	fermitin family member 3	-2.13478733852997	-2.12810357373205	0.000216540542690498	4.39343984923452e-06
ENSOARG00000004824	443301	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta	-1.16016983991632	-1.55179825268959	0.000371456316252692	2.72202230922425e-05
ENSOARG00000004837	101120596	SBSN	suprabasin	1.26976899830053	1.43242472478359	0.00231397015817314	0.00130750690274235
ENSOARG00000004844	101105828	MSC	musculin	1.17222910676567	3.9651382401071	0.0178753613987099	0.000186187131066877
ENSOARG00000004847	101114027	PDE10A	phosphodiesterase 10A	-1.31956856946989	-1.85513003552598	0.00371695621023632	0.000811007966975401
ENSOARG00000004864	101120970	SYT11	synaptotagmin 11	-1.0494561324766	-1.61926754413694	0.0176480171306598	0.0321918608968208
ENSOARG00000004887	101112110	TTYH3	tweety family member 3	-1.20909497530136	-0.871693944475136	0.000315362709441695	0.0324539879335476
ENSOARG00000004905	101105015	PUSL1	pseudouridine synthase like 1	-1.12329048408688	-1.4419108039184	0.0186954808868984	0.00431240683575703
ENSOARG00000004930	101119157	MMP12	matrix metallopeptidase 12	1.959909739955	4.47381263515578	0.0181870392893429	5.44234485144211e-06
ENSOARG00000004963	101115978	RAB7B	RAB7B, member RAS oncogene family	-0.973879964060225	-2.59413828857213	0.0393943962316188	5.4975801699988e-05
ENSOARG00000004964	101115553	CCL5	C-C motif chemokine ligand 5	5.23299748233393	7.94532513531267	8.16019922017974e-07	3.8948911005794e-06
ENSOARG00000004971	101122222	IRAK2	interleukin 1 receptor associated kinase 2	1.78837282378778	2.93771068886628	0.0060671527027475	0.000119993005758665
ENSOARG00000005014	101118949	ABLIM3	actin binding LIM protein family member 3	-1.25292280125503	-1.3529970199329	0.0119050253237308	0.000247608824179011
ENSOARG00000005030	101118408	KCTD13	potassium channel tetramerization domain containing 13	0.876172180856321	0.730130167261442	0.0286456445255842	0.00980908262999851
ENSOARG00000005032	101108643	PTPN6	protein tyrosine phosphatase, non-receptor type 6	-3.04877373921477	-1.97594424846415	6.9416996340837e-06	3.03036367192563e-05
ENSOARG00000005044				-1.36755866619867	-1.43504726219324	0.00611742386723097	0.00308174628751913
ENSOARG00000005065	101107717	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	-1.10038530015996	-1.67745377560713	0.00723100792831536	0.000152531446480154
ENSOARG00000005073	101107019	GRK6	G protein-coupled receptor kinase 6	-1.32107135163049	-0.769213510396724	0.00249222933259235	0.00375747094759974
ENSOARG00000005084	101118895	MMP3	matrix metallopeptidase 3	2.09584379322119	3.27994414198884	0.00226435609062645	0.00104864470382125
ENSOARG00000005095	101115108	TSFM	Ts translation elongation factor, mitochondrial	1.26416768152502	0.762663483873083	0.000134411605503216	0.0127078509519885
ENSOARG00000005098	101114207	ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	-1.16791648072531	-1.25524422177152	0.00534117342504488	0.00262851646892709
ENSOARG00000005128		CDK2AP1	cyclin dependent kinase 2 associated protein 1	-1.17106937206733	-0.580979618367968	0.00184208748425294	0.0245634911667565
ENSOARG00000005136	101107944	MSH2	mutS homolog 2	-1.39535636975987	-1.19122351872568	0.000523618844951384	0.000256512210292759
ENSOARG00000005154	101104928	NFKBID	NFKB inhibitor delta	2.23313446332744	3.61650554518624	0.00216300979838578	6.22663957892965e-06
ENSOARG00000005158	101123423	NUDT22	DnaJ heat shock protein family (Hsp40) member C4	-0.851308592139027	-0.926095212005478	0.0417934652693104	0.00932463515456218
ENSOARG00000005159	101104705	LOC101104705	plasminogen activator inhibitor 2-like	2.18891171937313	2.41429344560371	0.00114730185072047	0.00251753959830583
ENSOARG00000005164	101107544	HCST	hematopoietic cell signal transducer	2.16084437675644	2.05286656532557	0.00153755003506318	0.000655615217210353
ENSOARG00000005208	101120390	FLNA	filamin A	-0.924257709945884	-1.35210010539843	0.0137013666171864	0.000216894113133048
ENSOARG00000005209		SDC4	syndecan 4	2.36267657576988	4.68173356090574	7.4419659978597e-06	1.21536593194343e-05
ENSOARG00000005222	101116039	CYP27B1	25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial	1.6967170153767	0.960612017447514	0.000795910502567047	0.00290180954023796
ENSOARG00000005254	101122946	PRR7	proline rich 7, synaptic	-2.67979386125104	-2.00196360117788	5.89498250814131e-05	0.00337045204641544
ENSOARG00000005263	101120777	PLEKHA7	pleckstrin homology domain containing A7	-3.24523963603949	-0.659306932732027	1.17054338367193e-06	0.0477174835722362
ENSOARG00000005293	101116087	PACSIN3	protein kinase C and casein kinase substrate in neurons 3	-2.15878525089017	-1.82777645498314	0.00202480972832835	0.00287117356686773
ENSOARG00000005302	101123207	DBN1	drebrin 1	-1.92421907056298	-1.48821911946498	0.000120802301636808	0.00010391273004479
ENSOARG00000005315	101120355	MMP1	matrix metallopeptidase 1	3.75442505711268	5.5172527508652	0.000573063734620414	2.4167516329112e-05
ENSOARG00000005399	101122748	NEDD4L	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase	1.21556214520706	0.688105022347542	0.00655382842846293	0.0395713192874658
ENSOARG00000005412	101118038	ITGA3	integrin subunit alpha 3	-1.08803855333807	-1.32154049839308	0.00196663209811816	0.00320566230629222
ENSOARG00000005419	101108206	TTC7A	tetratricopeptide repeat domain 7A	-1.46618660176738	-1.61646603077336	0.002076533617659	0.000333728888630258
ENSOARG00000005422	101109472	DBNDD2	dysbindin domain containing 2	-1.67035887456534	-1.0721199062427	0.000246304467723584	0.00194042976744501
ENSOARG00000005430				1.54991904593615	2.13187570714768	0.0424748683367267	0.000364084753892063
ENSOARG00000005431	101115591	MOCOS	molybdenum cofactor sulfurase	1.40545919455281	2.44287375686491	0.00511042715715301	4.26378849148083e-05
ENSOARG00000005433	101116895	AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	-1.42307555828477	-1.78060452488679	0.0103647755383291	0.00235041943330344
ENSOARG00000005435	101114909	LOC101114909	death domain-containing membrane protein NRADD-like	-1.38761640275486	-1.00093378941407	0.000577229398890861	0.0252409053365622
ENSOARG00000005451	101119691	PAGR1	PAXIP1 associated glutamate rich protein 1	-1.41078408079001	-1.17822896936861	0.00211218171409196	0.00116563533633253
ENSOARG00000005487				-2.82098915503411	-1.9896398086287	2.71969885396309e-05	4.35963218352951e-05
ENSOARG00000005489	101107924	LMNA	lamin A/C	-1.15759857697846	-0.749587321892291	0.0177315193602521	0.0242650095592819
ENSOARG00000005514	101118391	DDAH2	dimethylarginine dimethylaminohydrolase 2	-0.992000677673672	-1.27709991126592	0.0164800194054619	0.00106783561411873
ENSOARG00000005517				1.34800786140967	1.58908996425672	0.00285213012385106	0.000117777641147931
ENSOARG00000005520	101101948	MAZ	MYC associated zinc finger protein	-0.894948942827324	-1.07177804678083	0.0240177569637802	0.000143799931503651
ENSOARG00000005523	101122983		TNF alpha induced protein 2	2.13520678394923	1.19038228198265	6.00732847949711e-05	0.00106526447734262
ENSOARG00000005569	101123432	ZNF532	zinc finger protein 532	-1.27472903498988	-1.28562883702311	0.0193532122483232	0.000781611588003869
ENSOARG00000005599	101105327	DENND1C	DENN domain containing 1C	-2.25333672651908	-2.02763482055597	0.000689589209833168	3.14101496831669e-05
ENSOARG00000005617		TNFSF13B	TNF superfamily member 13b	1.75286941039138	2.32038163245445	0.000877117985153838	0.000651263330761057
ENSOARG00000005631	101115767	PHF19	PHD finger protein 19	-1.17070369248896	-1.11956821938132	0.0123990263113367	0.00571519273020305
ENSOARG00000005647	101112342	RASGRP4	RAS guanyl releasing protein 4	-2.99955741664815	-2.7222352274961	0.000246304467723584	3.8948911005794e-06
ENSOARG00000005658	101121771	PPARGC1B	PPARG coactivator 1 beta	-1.27976955797364	-0.784523466985708	0.0430769589101134	0.0249593218235065
ENSOARG00000005672	101119388	B4GALNT1	beta-1,4-N-acetyl-galactosaminyltransferase 1	-1.25246151304707	-0.875116210443888	0.0217581072232851	0.0319657734297877
ENSOARG00000005691				-1.37675591286453	-0.981291907939616	0.000960247294804978	0.00388376407750859
ENSOARG00000005721	101123308	SLA	Src like adaptor	-2.81931836196495	-0.968602759230148	0.0128693597668094	0.00452869920712825
ENSOARG00000005735	105609414	UMAD1	UBAP1-MVB12-associated (UMA) domain containing 1	1.21652551425291	1.02568439915722	0.0351347493773678	0.0315093713811421
ENSOARG00000005737	101117178		ras association domain-containing protein 5	2.86980617625888	2.86320771004943	1.49647032209531e-05	7.07736051561831e-05
ENSOARG00000005742	101116123	APEX2	apurinic/apyrimidinic endodeoxyribonuclease 2	-0.989135520721351	-0.557815675231652	0.0334549975059155	0.00725713667066751
ENSOARG00000005791	101111737	ACTN4	actinin alpha 4	-0.949349151360171	-0.695397008101014	0.00343765506093125	0.00460233440823805
ENSOARG00000005811				-1.19403782528983	-0.863204948112719	0.0229350640980301	0.0305174270258247
ENSOARG00000005821	101102359	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1	2.37132639219802	2.86088693206243	4.57106148771252e-05	1.12648703206065e-05
ENSOARG00000005826		ADAP1	ArfGAP with dual PH domains 1	-1.28560337580687	-1.37201739171283	0.00274866353571892	0.0003148515000238
ENSOARG00000005846	101114540	TMC8	transmembrane channel like 8	-1.78327179255351	-1.11322822699489	0.000178261787740673	0.000928435427040888
ENSOARG00000005850	101109145	TYSND1	trypsin domain containing 1	-1.14304062708589	-1.2960289072221	0.00867531164965383	0.000313065727963248
ENSOARG00000005852	101117567	TRIM32	tripartite motif containing 32	-0.957302393624838	-1.91353413264901	0.0201186958620449	0.000117777641147931
ENSOARG00000005857	101123589	NBEAL2	neurobeachin like 2	-1.86195945144186	-1.79281841474107	3.39984926459555e-05	6.54194914929396e-05
ENSOARG00000005858	101116762	NR1H3	nuclear receptor subfamily 1 group H member 3	-1.32215264398724	-1.81484581941006	0.000478493476777391	0.000232948710852125
ENSOARG00000005870	101121455	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1	0.959581182887373	1.23297295312658	0.0458174609943427	0.00264136869538171
ENSOARG00000005874	101118430	ARHGEF25	Rho guanine nucleotide exchange factor 25	-1.64414082350497	-1.47655020663531	0.00238766914649423	0.0038104950911539
ENSOARG00000005899	101113618	NFKBIB	NFKB inhibitor beta	1.60137287594006	2.80925605102331	4.70680708619915e-05	9.61539794547409e-06
ENSOARG00000005900	101117456	GMNN	geminin, DNA replication inhibitor	0.944759440496492	1.09051243969573	0.0302558278075427	0.00201408599426677
ENSOARG00000005906	101118089	MAN1C1	mannosidase alpha class 1C member 1	-1.25623503265181	-2.48708591429854	0.000718551951218643	5.17084578108913e-06
ENSOARG00000005909	101115405	AP4S1	adaptor related protein complex 4 subunit sigma 1	2.30896171777108	3.23642380838188	0.000334823001441082	0.000259902143305066
ENSOARG00000005922	101105799	PPA1	pyrophosphatase (inorganic) 1	1.94812538254159	2.19170277696067	0.0184549918603904	0.000319741505050942
ENSOARG00000005971	101111562	NXPH3	neurexophilin 3	-3.27197497756273	-6.05626703622709	0.000526766195762945	1.39530261384993e-06
ENSOARG00000005972	101102957	TNFSF15	TNF superfamily member 15	3.34927064732983	5.17982809798315	0.00391876196267876	0.000229999825171097
ENSOARG00000005974	101108185	MEF2D	myocyte enhancer factor 2D	-0.86231357225067	-0.68715677257053	0.0345996981267714	0.0210506634700338
ENSOARG00000005998	101117276	MADD	MAP kinase activating death domain	-1.80042202894264	-1.52646501120046	0.000734573358641322	8.48750670061881e-05
ENSOARG00000006006	101121529	MYO18A	myosin XVIIIA	-1.43240429915514	-1.96825896094305	5.89498250814131e-05	0.000130688771807425
ENSOARG00000006086	101115645	PLEKHG2	pleckstrin homology and RhoGEF domain containing G2	-1.48264328671848	-1.0374046075873	0.000703897926332164	0.000632039018154936
ENSOARG00000006095	101115556	MINK1	misshapen like kinase 1	-1.33099617208249	-1.47265999758979	0.00124232668102664	0.000246526113158303
ENSOARG00000006108	101110645	PALD1	phosphatase domain containing paladin 1	-2.55819944234445	-3.24451145316516	0.00010494081940549	0.000227106070079722
ENSOARG00000006121	101107786	N4BP3	NEDD4 binding protein 3	1.2841333153006	3.54417376374866	0.000836985995678175	7.71877612363608e-06
ENSOARG00000006122	101111467	GAS7	growth arrest specific 7	-1.85724378401035	-1.8364020248991	0.000733756480945729	7.86313596343215e-05
ENSOARG00000006140	100294558	SLC26A2	solute carrier family 26 member 2	-1.4620039744366	-2.22373465925825	0.0247919838120942	0.000611548700804018
ENSOARG00000006142	101106234	IFIH1	interferon induced with helicase C domain 1	2.21210190208626	2.72157920820427	0.00118591808305176	7.11736599013421e-05
ENSOARG00000006154	101103513	TADA3	transcriptional adaptor 3	-0.911234813899145	-0.907230249712804	0.0246475385916445	0.00131498021994255
ENSOARG00000006197	101104962	RGS3	regulator of G protein signaling 3	-2.56271184510843	-2.91325832133868	0.00107733164487386	5.55540243864826e-05
ENSOARG00000006200	101106557	NES	nestin	-1.00854560522285	-1.35943199388612	0.0473164197047194	0.000766052113702654
ENSOARG00000006205	101102074	SEPT9	septin 9	-0.958466922223178	-1.46666948916586	0.00464723978849204	0.000166384193757779
ENSOARG00000006206	443098	SLC17A5	solute carrier family 17 member 5	-0.87496381873026	-1.3722773562761	0.0408867512473571	0.00483115770099079
ENSOARG00000006209	101112853	ALAS1	5'-aminolevulinate synthase 1	1.51919511474183	1.05176453730334	0.000114171224860979	0.00127242924823069
ENSOARG00000006211		ABI3	ABI family member 3	-4.29661637320078	-4.28024947681624	1.27648901794719e-05	1.55573223444481e-06
ENSOARG00000006228	101118356		adhesion G protein-coupled receptor L1	-1.33615719709706	-1.35605735750809	0.00681255584489962	0.00547212186260214
ENSOARG00000006283	101118730	PITPNM2	phosphatidylinositol transfer protein membrane associated 2	-1.36588935392848	-1.13416132787576	0.00844814930512287	0.0117843096405522
ENSOARG00000006286	101111155	SGPL1	sphingosine-1-phosphate lyase 1	-1.37342113554818	-2.47649468827529	0.000431664630637389	8.3414987001281e-05
ENSOARG00000006313	101108974	ALDH18A1	aldehyde dehydrogenase 18 family member A1	-0.94478767256372	-0.731879788500622	0.0112464178652383	0.00652244681835303
ENSOARG00000006322	101110180	LIF	LIF, interleukin 6 family cytokine	1.67708904137265	1.65852005915363	0.012486530498545	0.0252247329002881
ENSOARG00000006353	101122466		oncostatin M	3.58352534678783	4.07817449061177	0.000655866783627879	6.53077205149894e-05
ENSOARG00000006356	101120189	BIRC3	baculoviral IAP repeat containing 3	2.94933242329173	4.7894662347666	0.000104252495543528	3.72988064069021e-06
ENSOARG00000006358	101109969	CSF1R	colony stimulating factor 1 receptor	-3.87573495372481	-3.22390171973108	1.21951907737036e-06	2.9534077844207e-05
ENSOARG00000006368	101109237	HDGF	heparin binding growth factor	-1.39818535076744	-1.03457037528434	5.89069673634028e-05	0.000269893015414232
ENSOARG00000006385	101116930	ZNRF1	zinc and ring finger 1	1.26733971466407	2.42997761034572	0.000114171224860979	7.63001751948107e-05
ENSOARG00000006394	101115643	LDHD	lactate dehydrogenase D	-1.66081830471014	-2.60377205315785	0.0146818942829711	5.15401201156965e-05
ENSOARG00000006409	101102645	CRMP1	collapsin response mediator protein 1	-2.30597799432745	-1.7991786128345	1.96472953714703e-06	0.0012289345992338
ENSOARG00000006432		DUSP7	dual specificity phosphatase 7	-1.48234454667413	-1.65561916583767	0.000497736299130677	0.000265812683902387
ENSOARG00000006451		CASTOR1	cytosolic arginine sensor for mTORC1 subunit 1	-1.34113827753187	-1.06500995502681	0.0137903174104894	0.00381099987004587
ENSOARG00000006493	101103839	ATG16L2	autophagy related 16 like 2	1.14265406761562	1.19859953484107	0.0309364248759509	0.000313065727963248
ENSOARG00000006506	101107328	SLC29A3	solute carrier family 29 member 3	-1.12293453220977	-1.52651934854686	0.0305358776708093	0.00264514943277347
ENSOARG00000006521	101121164	RAPGEF1	Rap guanine nucleotide exchange factor 1	-1.07222911850923	-1.68006977691479	0.026690779302588	0.00105555820022674
ENSOARG00000006557	101117111	AKAP6	A-kinase anchoring protein 6	-1.71098766262076	-1.17466900408635	0.00256978859468383	0.0137678433602916
ENSOARG00000006581	100302551	SLC39A13	solute carrier family 39 member 13	-1.04045231924733	-0.397667244505095	0.00192990608619489	0.0340897248839955
ENSOARG00000006584	101111687	UGCG	UDP-glucose ceramide glucosyltransferase	1.30512898235986	1.94666356506057	0.000908345642453406	0.000737948461085746
ENSOARG00000006603	101112854	PCBP4	poly(rC) binding protein 4	-1.35649414948515	-0.979005825673291	0.000306567691306985	0.000457693580810044
ENSOARG00000006626	101103683	IRF7	interferon regulatory factor 7	2.24709237785656	3.13123370593809	0.0107801812637129	3.0442886605101e-05
ENSOARG00000006630		PRX	periaxin	-1.00301586922152	-0.588476367402687	0.00662719663877076	0.0237809643588058
ENSOARG00000006701	101110687	PLD2	phospholipase D2	-1.16982677097914	-1.01140834811766	0.00361368838133921	0.000474842363321038
ENSOARG00000006704	101108528	ETV3	ETS variant 3	2.01282563888784	3.33911277558504	0.00226862873799094	0.000112279002155531
ENSOARG00000006708	101122752		zinc finger protein 764	-1.38365091106828	-2.3960753666342	0.0238013561070972	0.000585574284295046
ENSOARG00000006716	101107489	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	-1.11562556298919	-0.707979078998528	0.00410497639265591	0.00782183005148302
ENSOARG00000006754	101118871	PALM3	paralemmin 3	-1.72602702055501	-1.27615822267868	0.000446057702255029	0.00384076233716582
ENSOARG00000006760	443346	LPAR1	lysophosphatidic acid receptor 1	-1.45812703907593	-1.25751709979695	0.0232648683752309	0.0018444669385229
ENSOARG00000006787	101103094	DCLK2	doublecortin like kinase 2	-1.35220120273423	-0.892409222971895	0.00182110081587152	0.00499065552737194
ENSOARG00000006790	101113346	SLFN11	schlafen family member 11	2.58586557084794	2.43285191560955	0.000789625522337058	0.00943903219239846
ENSOARG00000006862	101103907	ST6GALNAC2	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	-1.47459356249658	-1.75157484852005	0.00317394442892726	1.92443787687566e-05
ENSOARG00000006876	101104014	BAZ1A	bromodomain adjacent to zinc finger domain 1A	1.31408623809025	1.6630098979353	0.000984698955052492	0.000456207250225106
